Ticker SYMBOL,資料日期,單月營收年增率(%),毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),負債比率(%),本業獲利比(%),預估殖利率(%),Revenue_Growth_Score,Profitability_Score,BalanceSheet_Score,Dividend_Score,Quality_Total_Score,資料來源
3419.TW,2025-12-31,,12.27,-16.16,,-5.48,-14.04,48.65,115.1,,0.0,0.040388888888888884,0.8135,0.0,0.2175111111111111,fundamentals_clean
3432.TW,2025-12-31,,13.78,-17.44,,-3.84,-21.75,14.5,77.68,,0.0,0.048777777777777774,0.9806666666666668,0.0,0.2622388888888889,fundamentals_clean
3437.TW,2025-12-31,,2.13,-29.26,,-4.24,-23.85,24.04,130.31,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
3443.TW,2025-12-31,,19.04,10.13,,8.98,9.35,54.6,92.68,69.0,0.0,0.34592500000000004,0.754,1.0,0.45957375,fundamentals_clean
3447.TW,2025-12-31,,6.63,-0.5,,1.92,2.51,59.44,-11.57,294.0,0.0,0.04043055555555555,0.2056,1.0,0.21555069444444444,fundamentals_clean
3450.TW,2025-12-31,,26.67,15.41,,2.85,10.52,41.01,68.91,21.0,0.0,0.4059888888888889,0.7974833333333333,1.0,0.4914669444444445,fundamentals_clean
3481.TW,2025-12-31,,9.08,-2.06,,-0.01,-0.03,41.85,105.01,406.0,0.0,0.02266666666666667,0.8815,1.0,0.37830833333333336,fundamentals_clean
3494.TW,2025-12-31,,6.77,-14.11,,-10.17,-31.89,63.83,46.65,,0.0,0.009833333333333331,0.38378333333333337,0.0,0.0993875,fundamentals_clean
3501.TW,2025-12-31,,18.84,5.92,,0.7,3.9,27.72,112.9,836.0,0.0,0.18483888888888889,1.0,1.0,0.46469361111111107,fundamentals_clean
3504.TW,2025-12-31,,20.05,0.06,,-0.27,-1.1,33.94,-6.77,,0.0,0.08421111111111111,0.4606,0.0,0.14462388888888889,fundamentals_clean
3515.TW,2025-12-31,,12.78,5.5,,3.3,3.63,44.34,97.94,264.0,0.0,0.1435972222222222,0.8566,1.0,0.41440902777777777,fundamentals_clean
3518.TW,2025-12-31,,-2.3,-62.18,,-4.35,-80.19,37.66,86.67,,0.0,0.0,0.9234,0.0,0.23085,fundamentals_clean
3528.TW,2025-12-31,,12.45,8.26,,7.0,4.72,78.96,144.07,469.0,0.0,0.20798888888888886,0.5104000000000001,1.0,0.35039611111111113,fundamentals_clean
3530.TW,2025-12-31,,31.94,14.09,,4.03,17.2,11.7,77.01,,0.0,0.5055666666666666,0.9750833333333333,0.0,0.42071916666666664,fundamentals_clean
3532.TW,2025-12-31,,11.65,9.15,,1.23,9.3,51.83,78.21,138.0,0.0,0.24469444444444444,0.7667833333333333,1.0,0.4273388888888888,fundamentals_clean
3533.TW,2025-12-31,,51.54,29.9,,6.24,27.25,19.86,86.04,204.0,0.0,0.7655,1.0,1.0,0.667925,fundamentals_clean
3535.TW,2025-12-31,,35.79,9.83,,5.11,21.54,37.34,45.61,48.0,0.0,0.5207305555555556,0.6400166666666667,1.0,0.4922598611111111,fundamentals_clean
3543.TW,2025-12-31,,5.62,-15.63,,-3.54,-11.73,38.68,107.15,105.0,0.0,0.003444444444444445,0.9132,1.0,0.37950555555555554,fundamentals_clean
3545.TW,2025-12-31,,20.78,-7.17,,-15.31,-47.15,36.32,15.12,364.0,0.0,0.08766666666666667,0.43679999999999997,1.0,0.2898833333333333,fundamentals_clean
3550.TW,2025-12-31,,15.39,-3.36,,-2.78,-4.79,61.69,77.02,,0.0,0.05772222222222222,0.6582666666666667,0.0,0.18476944444444443,fundamentals_clean
3557.TW,2025-12-31,,32.46,4.06,,0.94,2.41,61.75,134.31,826.0,0.0,0.22328055555555557,0.6825,1.0,0.3987731944444445,fundamentals_clean
3563.TW,2025-12-31,,59.86,29.7,,4.12,35.97,15.85,61.35,72.0,0.0,0.75,0.8445833333333334,1.0,0.6236458333333333,fundamentals_clean
3576.TW,2025-12-31,,-18.77,-63.14,,-2.17,-36.58,56.68,173.34,,0.0,0.0,0.7332000000000001,0.0,0.18330000000000002,fundamentals_clean
3583.TW,2025-12-31,,37.11,15.25,,5.14,11.72,74.42,91.89,130.0,0.0,0.4791388888888889,0.5558,1.0,0.4566486111111111,fundamentals_clean
3588.TW,2025-12-31,,31.63,-1.96,,0.46,2.41,11.75,-117.18,258.0,0.0,0.17806944444444445,0.5,1.0,0.33732430555555554,fundamentals_clean
3591.TW,2025-12-31,,21.48,-2.1,,-0.6,-3.24,27.49,148.19,347.0,0.0,0.09155555555555556,1.0,1.0,0.43204444444444445,fundamentals_clean
3592.TW,2025-12-31,,29.04,5.17,,2.73,5.95,41.4,76.32,1018.0,0.0,0.25963055555555553,0.8553333333333333,1.0,0.45470402777777774,fundamentals_clean
3593.TW,2025-12-31,,-4.13,-23.9,,7.73,11.15,78.14,-195.2,,0.0,0.1735,0.018600000000000005,0.0,0.06537499999999999,fundamentals_clean
3596.TW,2025-12-31,,15.29,6.31,,3.99,5.22,61.99,92.09,545.0,0.0,0.18551666666666666,0.6800999999999999,1.0,0.3849558333333333,fundamentals_clean
3605.TW,2025-12-31,,26.65,4.91,,1.69,4.95,46.57,82.44,120.0,0.0,0.2312527777777778,0.8343,1.0,0.43951347222222226,fundamentals_clean
3607.TW,2025-12-31,,8.51,-6.63,,-0.18,-0.48,39.01,1126.92,495.0,0.0,0.0195,0.9099,1.0,0.3843,fundamentals_clean
3617.TW,2025-12-31,,51.62,9.72,,2.79,9.77,31.96,71.48,890.0,0.0,0.469325,0.9094,1.0,0.54161375,fundamentals_clean
3622.TW,2025-12-31,,39.54,17.1,,2.3,42.09,9.91,33.91,530.0,0.0,0.6128888888888889,0.6159166666666667,1.0,0.5184902777777778,fundamentals_clean
3645.TW,2025-12-31,,31.33,12.25,,2.46,14.63,33.07,71.52,163.0,0.0,0.4516527777777778,0.8986333333333333,1.0,0.5327368055555556,fundamentals_clean
3652.TW,2025-12-31,,32.08,2.62,,1.56,4.82,26.12,50.99,225.0,0.0,0.23689444444444444,0.7582500000000001,1.0,0.4224755555555556,fundamentals_clean
3653.TW,2025-12-31,,41.25,31.26,,6.2,27.1,17.53,90.73,39.0,0.0,0.716388888888889,1.0,1.0,0.6507361111111111,fundamentals_clean
3661.TW,2025-12-31,,42.25,29.26,,3.63,31.38,29.66,79.66,136.0,0.0,0.7069444444444444,0.9971666666666666,1.0,0.6467222222222222,fundamentals_clean
3665.TW,2025-12-31,,31.93,18.43,,5.87,13.85,43.33,107.08,55.0,0.0,0.5179111111111111,0.8667,1.0,0.5479438888888889,fundamentals_clean
3669.TW,2025-12-31,,56.66,7.47,,2.42,12.26,26.27,61.95,520.0,0.0,0.47795,0.8495833333333334,1.0,0.5296783333333334,fundamentals_clean
3673.TW,2025-12-31,,5.83,-0.36,,0.15,0.42,53.39,-32.55,181.0,0.0,0.009861111111111112,0.2661,1.0,0.21997638888888887,fundamentals_clean
3679.TW,2025-12-31,,32.66,21.27,,4.59,22.24,45.5,77.11,855.0,0.0,0.6163666666666666,0.8209166666666666,1.0,0.5709575,fundamentals_clean
3686.TW,2025-12-31,,-0.36,-33.18,,-2.19,-61.11,1.46,54.29,,0.0,0.0,0.78575,0.0,0.1964375,fundamentals_clean
3694.TW,2025-12-31,,15.3,3.72,,3.18,4.56,48.88,75.59,275.0,0.0,0.15142222222222224,0.7744500000000001,1.0,0.3966102777777778,fundamentals_clean
3701.TW,2025-12-31,,15.03,-7.3,,-5.38,-16.22,51.16,39.49,38.0,0.0,0.05572222222222222,0.45081666666666675,1.0,0.2822069444444445,fundamentals_clean
3702.TW,2025-12-31,,4.26,2.06,,3.34,1.11,79.26,134.3,364.0,0.0,0.034475000000000006,0.5074,1.0,0.28891625,fundamentals_clean
3703.TW,2025-12-31,,13.84,7.24,,2.48,5.93,69.74,93.91,472.0,0.0,0.19563611111111112,0.6026,1.0,0.36912263888888885,fundamentals_clean
3704.TW,2025-12-31,,30.58,4.43,,1.5,3.14,45.79,98.08,92.0,0.0,0.22566111111111112,0.8421000000000001,1.0,0.43950638888888893,fundamentals_clean
3705.TW,2025-12-31,,43.63,14.99,,2.97,12.32,28.84,85.92,541.0,0.0,0.5185111111111111,1.0,1.0,0.5814788888888889,fundamentals_clean
3706.TW,2025-12-31,,10.03,3.96,,2.8,6.39,46.8,67.27,134.0,0.0,0.14741944444444444,0.7259166666666667,1.0,0.3830759722222222,fundamentals_clean
3708.TW,2025-12-31,,24.8,-45.57,,24.82,1487.29,18.62,23.61,202.0,0.0,0.60775,0.5300833333333334,1.0,0.4952333333333333,fundamentals_clean
3711.TW,2025-12-31,,19.52,10.38,3.24,3.82,7.91,58.56,101.14,147.0,0.0,0.28334166666666666,0.7143999999999999,1.0,0.42776958333333326,fundamentals_clean
3712.TW,2025-12-31,,-39.75,-47.09,,-19.38,-10.89,93.7,89.23,1523.0,0.0,0.0,0.5,1.0,0.275,fundamentals_clean
3714.TW,2025-12-31,,-2.65,-25.25,,-1.84,-15.01,18.08,188.93,166.0,0.0,0.0,1.0,1.0,0.4,fundamentals_clean
3715.TW,2025-09-30,,19.39,6.84,0.51,1.78,2.92,75.84,140.59,87.0,0.0,0.18484444444444445,0.5416,1.0,0.3500955555555555,fundamentals_clean
3716.TW,2025-12-31,,38.42,4.44,,0.84,2.99,38.85,91.98,310.0,0.0,0.2674416666666667,0.9115,1.0,0.4714795833333333,fundamentals_clean
3717.TW,2025-12-31,,19.34,7.45,,2.38,5.04,61.6,126.67,,0.0,0.21716666666666667,0.6839999999999999,0.0,0.24700833333333333,fundamentals_clean
4104.TW,2025-12-31,,21.63,7.38,,1.65,8.5,38.22,60.25,552.0,0.0,0.2724388888888889,0.7532166666666666,1.0,0.4336577777777778,fundamentals_clean
4106.TW,2025-12-31,,44.96,5.52,,1.13,4.58,20.4,96.4,359.0,0.0,0.33445,1.0,1.0,0.5170575,fundamentals_clean
4108.TW,2025-12-31,,18.27,-127.15,,-0.74,-51.41,2.53,138.14,,0.0,0.07372222222222222,1.0,0.0,0.2758027777777778,fundamentals_clean
4119.TW,2025-12-31,,28.02,12.04,,0.72,10.93,21.67,101.23,291.0,0.0,0.3849138888888889,1.0,1.0,0.5347198611111111,fundamentals_clean
4133.TW,2025-12-31,,46.7,5.71,,0.84,12.57,5.33,35.66,395.0,0.0,0.4458916666666667,0.6305,1.0,0.4636870833333333,fundamentals_clean
4137.TW,2025-12-31,,82.18,20.98,,2.86,13.69,44.59,99.62,943.0,0.0,0.630925,0.8541,1.0,0.58434875,fundamentals_clean
4142.TW,2025-12-31,,49.56,26.83,,4.36,29.57,38.34,99.61,,0.0,0.7475555555555555,0.9166,0.0,0.4907944444444444,fundamentals_clean
4148.TW,2025-12-31,,28.39,9.86,,1.02,4.22,18.46,106.09,116.0,0.0,0.28129444444444446,1.0,1.0,0.4984530555555555,fundamentals_clean
4155.TW,2025-12-31,,27.62,6.03,,2.08,15.86,33.08,29.3,225.0,0.0,0.38421666666666665,0.5467,1.0,0.42115083333333336,fundamentals_clean
4164.TW,2025-12-31,,31.61,15.34,,0.87,5.79,48.49,130.61,438.0,0.0,0.3736083333333333,0.8150999999999999,1.0,0.4845379166666667,fundamentals_clean
4190.TW,2025-12-31,,67.5,5.07,,0.75,1.93,75.92,105.4,182.0,0.0,0.32482500000000003,0.5408,1.0,0.39888875,fundamentals_clean
4306.TW,2025-12-31,,15.11,6.13,,0.04,0.14,63.21,251.47,735.0,0.0,0.11921666666666667,0.6678999999999999,1.0,0.3587008333333333,fundamentals_clean
4414.TW,2025-12-31,,19.96,4.53,,3.66,4.44,66.37,279.19,,0.0,0.18391111111111114,0.6363,0.0,0.2234438888888889,fundamentals_clean
4426.TW,2025-12-31,,-24.34,-50.01,,-5.65,-46.13,56.12,112.29,,0.0,0.0,0.7388,0.0,0.1847,fundamentals_clean
4438.TW,2025-12-31,,8.43,-1.87,,-0.31,-0.71,41.34,371.41,568.0,0.0,0.019055555555555555,0.8865999999999999,1.0,0.37831944444444443,fundamentals_clean
4439.TW,2025-12-31,,15.6,0.52,,0.03,0.07,45.89,130.8,238.0,0.0,0.06496388888888889,0.8411,1.0,0.3830123611111111,fundamentals_clean
4440.TW,2025-12-31,,16.62,13.06,,3.06,12.73,42.41,85.91,581.0,0.0,0.3542805555555556,0.8759,1.0,0.49297319444444443,fundamentals_clean
4441.TW,2025-12-31,,24.81,10.55,,3.36,13.04,18.45,64.56,487.0,0.0,0.37855555555555553,0.8713333333333333,1.0,0.5003277777777777,fundamentals_clean
4526.TW,2025-12-31,,7.66,-15.91,,-4.21,-14.83,61.39,96.08,,0.0,0.014777777777777779,0.6860999999999999,0.0,0.1766972222222222,fundamentals_clean
4532.TW,2025-12-31,,17.17,6.17,,2.4,6.27,59.86,74.44,576.0,0.0,0.20768611111111113,0.6550666666666667,1.0,0.38645680555555556,fundamentals_clean
4536.TW,2025-12-31,,32.65,10.67,,2.61,13.77,29.48,70.6,736.0,0.0,0.43243611111111113,0.9216666666666666,1.0,0.5317693055555556,fundamentals_clean
4540.TW,2025-12-31,,16.55,-3.78,,1.34,6.01,54.22,-30.46,,0.0,0.13929166666666667,0.25780000000000003,0.0,0.11320208333333334,fundamentals_clean
4545.TW,2025-12-31,,14.93,1.19,,0.56,1.91,39.14,44.51,546.0,0.0,0.09094166666666667,0.6128499999999999,1.0,0.3350420833333333,fundamentals_clean
4551.TW,2025-12-31,,23.25,12.93,,3.09,13.53,35.58,75.29,319.0,0.0,0.3998138888888889,0.9049500000000001,1.0,0.5161723611111112,fundamentals_clean
4552.TW,2025-12-31,,19.46,6.04,,0.65,4.76,20.9,74.06,478.0,0.0,0.20023333333333335,0.9505,1.0,0.4577066666666667,fundamentals_clean
4555.TW,2025-12-31,,31.93,3.27,,0.5,3.76,34.54,74.63,144.0,0.0,0.22931111111111113,0.90985,1.0,0.4577213888888889,fundamentals_clean
4557.TW,2025-12-31,,28.78,11.43,,2.62,7.69,51.11,118.34,1130.0,0.0,0.34253611111111115,0.7889,1.0,0.4671126388888889,fundamentals_clean
4560.TW,2025-12-31,,33.75,16.73,,2.93,12.76,19.19,99.45,370.0,0.0,0.4865222222222222,1.0,1.0,0.5702827777777778,fundamentals_clean
4562.TW,2025-12-31,,31.44,-45.54,,-4.96,-33.3,57.15,139.1,,0.0,0.1468888888888889,0.7285,0.0,0.2335361111111111,fundamentals_clean
4564.TW,2025-12-31,,-20.3,-36.33,,-1.83,-27.82,37.9,139.9,,0.0,0.0,0.921,0.0,0.23025,fundamentals_clean
4566.TW,2025-12-31,,22.67,3.07,,1.3,5.4,52.37,37.03,121.0,0.0,0.1963666666666667,0.4182166666666667,1.0,0.32328250000000003,fundamentals_clean
4569.TW,2025-12-31,,15.14,0.46,,0.99,6.28,21.97,7.36,450.0,0.0,0.13943333333333335,0.5,1.0,0.32380166666666665,fundamentals_clean
4571.TW,2025-12-31,,33.35,18.52,,3.74,16.19,21.31,101.75,349.0,0.0,0.545075,1.0,1.0,0.59077625,fundamentals_clean
4572.TW,2025-12-31,,35.12,21.76,,2.0,24.8,31.72,69.6,333.0,0.0,0.6349333333333333,0.8961333333333332,1.0,0.59626,fundamentals_clean
4576.TW,2025-12-31,,38.42,13.23,,2.04,11.96,36.72,92.59,15.0,0.0,0.4674666666666667,0.9328000000000001,1.0,0.5468133333333334,fundamentals_clean
4581.TW,2025-12-31,,29.5,12.5,,2.27,10.83,50.56,102.09,653.0,0.0,0.3964861111111111,0.7944,1.0,0.4873701388888889,fundamentals_clean
4583.TW,2025-12-31,,51.18,30.4,,2.85,38.12,9.45,64.7,158.0,0.0,0.75,0.8725,1.0,0.630625,fundamentals_clean
4585.TW,2025-12-31,,50.62,5.77,,0.92,13.29,11.33,38.93,,0.0,0.47382499999999994,0.6577500000000001,0.0,0.33027625,fundamentals_clean
4588.TW,2025-12-31,,35.72,24.67,,6.08,18.83,56.36,104.79,523.0,0.0,0.6662416666666666,0.7363999999999999,1.0,0.5672845833333333,fundamentals_clean
4590.TW,2025-12-31,,30.54,-0.22,,3.16,36.49,43.95,-0.49,415.0,0.0,0.3918888888888889,0.36049999999999993,1.0,0.3772861111111111,fundamentals_clean
4720.TW,2025-12-31,,23.02,3.12,,1.24,2.37,48.58,82.22,571.0,0.0,0.1609361111111111,0.8142,1.0,0.40987763888888884,fundamentals_clean
4722.TW,2025-12-31,,17.84,5.12,,2.12,7.82,52.93,48.34,88.0,0.0,0.22028333333333333,0.5068666666666667,1.0,0.35381583333333333,fundamentals_clean
4736.TW,2025-12-31,,39.2,15.03,,3.72,36.6,20.81,35.9,816.0,0.0,0.5903,0.6325,1.0,0.51473,fundamentals_clean
4737.TW,2025-12-31,,39.56,-22.84,,-5.27,-21.65,69.22,82.78,,0.0,0.192,0.6078,0.0,0.21915,fundamentals_clean
4739.TW,2025-12-31,,14.91,8.56,,1.8,6.28,46.59,107.55,124.0,0.0,0.21915555555555555,0.8341,1.0,0.43522944444444445,fundamentals_clean
4746.TW,2025-12-31,,41.59,19.13,,1.7,11.3,37.32,183.73,540.0,0.0,0.5358277777777778,0.9268000000000001,1.0,0.5692397222222222,fundamentals_clean
4755.TW,2025-12-31,,22.24,10.75,,2.44,10.5,36.42,79.28,254.0,0.0,0.33452777777777776,0.9298,1.0,0.49953472222222217,fundamentals_clean
4763.TW,2025-12-31,,57.83,50.09,,5.7,41.32,8.09,99.47,1281.0,0.0,0.75875,1.0,1.0,0.6655625,fundamentals_clean
4764.TW,2025-12-31,,23.49,7.92,,2.21,6.59,50.93,91.44,,0.0,0.2642972222222222,0.7907,0.0,0.29017902777777776,fundamentals_clean
4766.TW,2025-12-31,,33.74,16.56,,3.63,9.45,44.36,110.45,617.0,0.0,0.4433916666666667,0.8564,1.0,0.5192870833333334,fundamentals_clean
4770.TW,2025-12-31,,28.63,14.81,,1.75,13.69,20.5,87.87,277.0,0.0,0.4505027777777778,1.0,1.0,0.5576759722222222,fundamentals_clean
4771.TW,2025-12-31,,41.32,29.12,,4.66,21.61,37.57,91.88,308.0,0.0,0.7017777777777778,0.9243,1.0,0.6266972222222222,fundamentals_clean
4807.TW,2025-12-31,,18.47,4.68,,1.43,2.4,43.08,133.62,,0.0,0.15163333333333331,0.8692,0.0,0.2703716666666667,fundamentals_clean
4904.TW,2025-12-31,,27.1,14.4,,3.92,11.22,48.56,102.02,385.0,0.0,0.40702777777777777,0.8144,1.0,0.49605972222222217,fundamentals_clean
4906.TW,2025-12-31,,14.16,-1.55,,0.71,2.31,38.03,-54.41,382.0,0.0,0.07976388888888888,0.41969999999999996,1.0,0.28284236111111105,fundamentals_clean
4912.TW,2025-12-31,,22.1,9.64,,-1.26,-2.6,56.92,317.77,137.0,0.0,0.19140000000000001,0.7308,1.0,0.39969,fundamentals_clean
4915.TW,2025-12-31,,17.61,4.04,,2.15,2.96,59.94,109.88,592.0,0.0,0.14745555555555556,0.7006,1.0,0.3767594444444444,fundamentals_clean
4916.TW,2025-12-31,,18.73,8.01,,2.47,6.95,38.55,96.21,69.0,0.0,0.2432527777777778,0.9145000000000001,1.0,0.46376347222222225,fundamentals_clean
4919.TW,2025-12-31,,34.28,-9.81,,-5.29,-9.86,56.26,104.31,43.0,0.0,0.16266666666666668,0.7374,1.0,0.3912833333333333,fundamentals_clean
4927.TW,2025-12-31,,-13.35,-27.66,,-15.72,-34.66,69.85,77.9,,0.0,0.0,0.5840000000000001,0.0,0.14600000000000002,fundamentals_clean
4930.TW,2025-12-31,,13.7,-2.93,,0.07,0.34,43.75,-717.95,308.0,0.0,0.05258333333333333,0.3625,1.0,0.25902916666666664,fundamentals_clean
4934.TW,2025-12-31,,-156.07,-456.2,,-3.77,-248.41,29.49,102.04,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
4935.TW,2025-12-31,,14.61,-1.85,,0.5,3.54,20.56,-48.45,621.0,0.0,0.09763888888888889,0.5,1.0,0.3091736111111111,fundamentals_clean
4938.TW,2025-12-31,,4.09,1.39,,2.14,1.65,60.45,50.09,513.0,0.0,0.034525,0.44625,1.0,0.27364625,fundamentals_clean
4942.TW,2025-12-31,,25.41,12.76,,2.01,10.94,23.05,89.44,517.0,0.0,0.37773888888888885,1.0,1.0,0.5322086111111111,fundamentals_clean
4943.TW,2025-12-31,,-0.24,-21.73,,-16.22,-9.55,90.44,170.37,,0.0,0.0,0.5,0.0,0.125,fundamentals_clean
4949.TW,2025-12-31,,39.01,8.84,,1.73,4.68,27.17,132.08,218.0,0.0,0.33584444444444445,1.0,1.0,0.5175455555555556,fundamentals_clean
4952.TW,2025-12-31,,29.03,-6.78,,0.11,0.51,23.41,-1111.24,575.0,0.0,0.139875,0.5,1.0,0.32395625,fundamentals_clean
4956.TW,2025-12-31,,13.88,0.61,,1.42,7.18,40.22,8.22,,0.0,0.14518333333333333,0.39780000000000004,0.0,0.15026416666666667,fundamentals_clean
4958.TW,2025-12-31,,22.56,10.41,,1.85,5.56,39.04,104.38,225.0,0.0,0.27115555555555554,0.9096,1.0,0.4723044444444444,fundamentals_clean
4960.TW,2025-12-31,,-8.25,-18.56,,-3.57,-11.65,43.41,170.33,,0.0,0.0,0.8659,0.0,0.216475,fundamentals_clean
4961.TW,2025-12-31,,27.76,2.24,,0.84,4.77,14.26,34.34,864.0,0.0,0.20846944444444443,0.6195,1.0,0.37783930555555556,fundamentals_clean
4967.TW,2025-12-31,,22.48,16.55,,16.8,12.83,67.7,102.7,144.0,0.0,0.5704861111111111,0.623,1.0,0.5054201388888889,fundamentals_clean
4968.TW,2025-12-31,,39.23,8.31,,4.33,12.5,25.14,55.44,107.0,0.0,0.42951666666666666,0.7953333333333333,1.0,0.49916416666666663,fundamentals_clean
4976.TW,2025-12-31,,-18.42,-38.68,,-3.03,-29.01,14.43,144.64,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
4977.TW,2025-12-31,,25.94,6.54,,1.86,29.69,15.28,21.22,126.0,0.0,0.43173333333333336,0.5101666666666667,1.0,0.4286483333333333,fundamentals_clean
4989.TW,2025-12-31,,1.45,-2.64,,-1.31,-2.42,31.42,224.93,,0.0,0.0,0.9858,0.0,0.24645,fundamentals_clean
4994.TW,2025-12-31,,65.3,6.58,,1.6,5.62,29.85,99.41,918.0,0.0,0.38605,1.0,1.0,0.5351175,fundamentals_clean
4999.TW,2025-12-31,,9.54,-7.38,,-0.75,-4.66,16.46,150.08,468.0,0.0,0.02522222222222222,1.0,1.0,0.4088277777777778,fundamentals_clean
5007.TW,2025-12-31,,26.27,18.3,,3.83,19.01,13.89,73.12,542.0,0.0,0.5387916666666668,0.9426666666666668,1.0,0.57424375,fundamentals_clean
5203.TW,2025-12-31,,83.44,16.62,,1.79,12.69,23.57,81.46,612.0,0.0,0.574825,1.0,1.0,0.60118875,fundamentals_clean
5215.TW,2025-12-31,,16.19,0.05,,1.12,6.25,22.69,0.57,681.0,0.0,0.14079166666666668,0.5,1.0,0.3242770833333333,fundamentals_clean
5222.TW,2025-12-31,,53.91,24.24,,2.21,20.98,15.99,92.43,204.0,0.0,0.7424,1.0,1.0,0.65984,fundamentals_clean
5225.TW,2025-12-31,,12.37,0.14,,1.36,2.19,46.71,6.5,928.0,0.0,0.06971944444444444,0.3329,1.0,0.25762680555555556,fundamentals_clean
5234.TW,2025-12-31,,41.27,18.23,,5.92,17.62,31.02,89.0,182.0,0.0,0.61555,0.9898,1.0,0.6128925000000001,fundamentals_clean
5243.TW,2025-12-31,,20.92,7.13,,2.11,6.0,39.94,96.24,160.0,0.0,0.23474444444444448,0.9006000000000001,1.0,0.45731055555555555,fundamentals_clean
5244.TW,2025-12-31,,32.09,-11.97,,-0.52,-4.03,33.55,1139.36,373.0,0.0,0.15050000000000002,0.9645,1.0,0.4438,fundamentals_clean
5258.TW,2025-12-31,,35.25,10.72,,6.25,12.65,51.41,63.1,537.0,0.0,0.4490055555555556,0.6450666666666667,1.0,0.46841861111111116,fundamentals_clean
5269.TW,2025-12-31,,51.26,22.66,,4.15,42.6,11.4,47.84,283.0,0.0,0.7266,0.732,1.0,0.58731,fundamentals_clean
5283.TW,2025-12-31,,26.49,6.34,,2.56,8.46,35.09,66.24,128.0,0.0,0.2885388888888889,0.8344333333333332,1.0,0.45959694444444443,fundamentals_clean
5284.TW,2025-12-31,,42.06,23.19,,4.06,13.32,49.97,125.77,54.0,0.0,0.6042888888888889,0.8003,1.0,0.561576111111111,fundamentals_clean
5285.TW,2025-12-31,,14.66,5.28,,1.81,4.26,44.06,95.07,415.0,0.0,0.15971666666666667,0.8593999999999999,1.0,0.4207508333333333,fundamentals_clean
5288.TW,2025-12-31,,22.37,13.2,,3.94,13.53,17.51,76.93,606.0,0.0,0.397625,0.9744166666666667,1.0,0.5327729166666667,fundamentals_clean
5292.TW,2025-12-31,,25.5,19.03,,6.69,17.33,55.42,87.34,193.0,0.0,0.5419388888888889,0.7458,1.0,0.5261286111111111,fundamentals_clean
5306.TW,2025-12-31,,44.73,18.34,,1.97,16.84,35.83,82.44,433.0,0.0,0.6146222222222222,0.9417,1.0,0.6005427777777778,fundamentals_clean
5388.TW,2025-12-31,,13.97,2.44,,1.68,1.71,67.01,119.8,313.0,0.0,0.09560833333333332,0.6298999999999999,1.0,0.3409379166666666,fundamentals_clean
5434.TW,2025-12-31,,13.32,6.26,,6.05,7.07,51.72,70.23,362.0,0.0,0.21032222222222224,0.7013833333333335,1.0,0.39895861111111114,fundamentals_clean
5469.TW,2025-12-31,,17.63,7.85,,1.01,3.53,52.25,79.79,318.0,0.0,0.19279166666666667,0.7757499999999999,1.0,0.41141458333333336,fundamentals_clean
5471.TW,2025-12-31,,41.07,1.05,,1.03,5.25,11.82,16.19,271.0,0.0,0.2765138888888889,0.5,1.0,0.37177986111111105,fundamentals_clean
5484.TW,2025-12-31,,24.06,-5.39,,1.13,3.15,47.42,-82.79,,0.0,0.1452638888888889,0.3258,0.0,0.1322923611111111,fundamentals_clean
5515.TW,2025-12-31,,18.05,10.5,,6.03,15.42,52.35,58.03,595.0,0.0,0.383125,0.5934166666666667,1.0,0.4324479166666667,fundamentals_clean
5519.TW,2025-12-31,,34.27,17.21,,2.31,14.45,57.93,94.19,904.0,0.0,0.5153361111111111,0.7207,1.0,0.5105426388888888,fundamentals_clean
5521.TW,2025-12-31,,7.72,4.0,,1.27,3.54,59.27,113.54,,0.0,0.09936111111111111,0.7073,0.0,0.2116013888888889,fundamentals_clean
5522.TW,2025-12-31,,33.87,26.37,,8.85,20.78,53.78,100.74,757.0,0.0,0.7085138888888889,0.7622,1.0,0.588529861111111,fundamentals_clean
5525.TW,2025-12-31,,37.85,29.04,,8.97,25.77,73.42,98.45,304.0,0.0,0.732125,0.5658,1.0,0.54769375,fundamentals_clean
5531.TW,2025-12-31,,28.82,-115.41,,-1.51,-87.75,77.93,96.75,,0.0,0.13233333333333333,0.5206999999999999,0.0,0.17649166666666666,fundamentals_clean
5533.TW,2025-12-31,,32.28,13.87,,0.4,16.25,18.47,75.59,694.0,0.0,0.49338055555555554,0.96325,1.0,0.5634956944444445,fundamentals_clean
5534.TW,2025-12-31,,34.07,24.46,,5.2,20.73,56.42,97.74,697.0,0.0,0.6586000000000001,0.7358,1.0,0.5644600000000001,fundamentals_clean
5538.TW,2025-12-31,,11.22,5.05,,2.04,4.57,49.17,88.72,509.0,0.0,0.14218055555555556,0.8083,1.0,0.40183819444444446,fundamentals_clean
5546.TW,2025-12-31,,5.83,-7.48,,-4.68,-24.95,59.7,40.64,1194.0,0.0,0.004611111111111112,0.375,1.0,0.24536388888888888,fundamentals_clean
5607.TW,2025-12-31,,47.07,33.87,,2.17,20.98,59.3,127.87,241.0,0.0,0.7337222222222222,0.7070000000000001,1.0,0.5835527777777778,fundamentals_clean
