Ticker SYMBOL,公司名稱,產業類別,產業類別名稱,資料年月日,單月營收年增率(%)
2440.TW,太空梭高傳真資訊科技(股)公司,28,電子零組件業,2026-03-01,14.63
2441.TW,超豐電子股份有限公司,24,半導體業,2026-03-01,14.26
2442.TW,新美齊股份有限公司,14,建材營造業,2026-03-01,610.85
2444.TW,兆勁科技股份有限公司,27,通信網路業,2026-03-01,-26.89
2449.TW,京元電子股份有限公司,24,半導體業,2026-03-01,36.06
2450.TW,神腦國際企業股份有限公司,27,通信網路業,2026-03-01,31.43
2451.TW,創見資訊股份有限公司,24,半導體業,2026-03-01,380.57
2453.TW,凌群電腦股份有限公司,30,資訊服務業,2026-03-01,9.04
2454.TW,聯發科技股份有限公司,24,半導體業,2026-03-01,12.9
2455.TW,全新光電科技股份有限公司,27,通信網路業,2026-03-01,16.64
2457.TW,飛宏科技股份有限公司,28,電子零組件業,2026-03-01,-12.07
2458.TW,義隆電子股份有限公司,24,半導體業,2026-03-01,19.75
2459.TW,敦吉科技股份有限公司,31,其他電子業,2026-03-01,4.96
2460.TW,建通精密工業股份有限公司,28,電子零組件業,2026-03-01,42.85
2461.TW,光群雷射科技股份有限公司,31,其他電子業,2026-03-01,-13.01
2462.TW,台灣良得電子股份有限公司,28,電子零組件業,2026-03-01,-11.86
2464.TW,盟立自動化股份有限公司,31,其他電子業,2026-03-01,7.97
2465.TW,麗臺科技股份有限公司,25,電腦及週邊設備業,2026-03-01,83.15
2466.TW,冠西電子企業股份有限公司,26,光電業,2026-03-01,-47.1
2467.TW,志聖工業股份有限公司,28,電子零組件業,2026-03-01,77.59
2468.TW,華經資訊企業股份有限公司,30,資訊服務業,2026-03-01,-14.76
2471.TW,資通電腦股份有限公司,30,資訊服務業,2026-03-01,3.48
2472.TW,立隆電子工業股份有限公司,28,電子零組件業,2026-03-01,9.32
2474.TW,可成科技股份有限公司,31,其他電子業,2026-03-01,-24.96
2476.TW,鉅祥企業股份有限公司,28,電子零組件業,2026-03-01,42.01
2477.TW,美隆工業股份有限公司,31,其他電子業,2026-03-01,-23.26
2478.TW,大毅科技股份有限公司,28,電子零組件業,2026-03-01,13.53
2480.TW,敦陽科技股份有限公司,30,資訊服務業,2026-03-01,7.81
2481.TW,強茂股份有限公司,24,半導體業,2026-03-01,19.14
2482.TW,連宇股份有限公司,31,其他電子業,2026-03-01,-13.95
2483.TW,百容電子股份有限公司,28,電子零組件業,2026-03-01,17.75
2484.TW,希華晶體科技股份有限公司,28,電子零組件業,2026-03-01,-4.57
2485.TW,兆赫電子股份有限公司,27,通信網路業,2026-03-01,200.06
2486.TW,一詮精密工業股份有限公司,26,光電業,2026-03-01,19.47
2488.TW,漢平電子工業股份有限公司,31,其他電子業,2026-03-01,-14.04
2489.TW,瑞軒科技股份有限公司,26,光電業,2026-03-01,11.17
2491.TW,吉祥全球實業股份有限公司,26,光電業,2026-03-01,-12.93
2492.TW,華新科技股份有限公司,28,電子零組件業,2026-03-01,11.13
2493.TW,揚博科技股份有限公司,28,電子零組件業,2026-03-01,-6.18
2495.TW,普安科技股份有限公司,25,電腦及週邊設備業,2026-03-01,61.01
2496.TW,卓越成功股份有限公司,20,其他業,2026-03-01,8.24
2497.TW,怡利電子工業股份有限公司,12,汽車工業,2026-03-01,10.7
2498.TW,宏達國際電子股份有限公司,27,通信網路業,2026-03-01,-8.29
2501.TW,國泰建設股份有限公司,14,建材營造業,2026-03-01,286.16
2504.TW,國產建材實業股份有限公司,14,建材營造業,2026-03-01,-9.96
2505.TW,國揚實業股份有限公司,14,建材營造業,2026-03-01,-38.81
2506.TW,太平洋建設股份有限公司,14,建材營造業,2026-03-01,115.26
2509.TW,全坤建設開發股份有限公司,14,建材營造業,2026-03-01,-11.17
2511.TW,太子建設開發股份有限公司,14,建材營造業,2026-03-01,90.4
2514.TW,龍邦國際興業股份有限公司,20,其他業,2026-03-01,3.35
2515.TW,中華工程股份有限公司,14,建材營造業,2026-03-01,30.17
2516.TW,新亞建設開發股份有限公司,14,建材營造業,2026-03-01,-24.55
2520.TW,冠德建設股份有限公司,14,建材營造業,2026-03-01,8.23
2524.TW,京城建設股份有限公司,14,建材營造業,2026-03-01,-65.83
2527.TW,宏璟建設股份有限公司,14,建材營造業,2026-03-01,3888.17
2528.TW,皇普建設股份有限公司,14,建材營造業,2026-03-01,-99.99
2530.TW,大華建設股份有限公司,14,建材營造業,2026-03-01,1040.72
2534.TW,宏盛建設股份有限公司,14,建材營造業,2026-03-01,-88.17
2535.TW,達欣工程股份有限公司,14,建材營造業,2026-03-01,24.71
2536.TW,宏普建設股份有限公司,14,建材營造業,2026-03-01,-53.83
2537.TW,聯上開發股份有限公司,14,建材營造業,2026-03-01,60177.45
2538.TW,基泰建設股份有限公司,14,建材營造業,2026-03-01,61.05
2539.TW,櫻花建設股份有限公司,14,建材營造業,2026-03-01,-92.68
2540.TW,愛山林建設開發股份有限公司,14,建材營造業,2026-03-01,27.58
2542.TW,興富發建設股份有限公司,14,建材營造業,2026-03-01,1537.66
2543.TW,皇昌營造股份有限公司,14,建材營造業,2026-03-01,20.43
2545.TW,皇翔建設股份有限公司,14,建材營造業,2026-03-01,95.53
2546.TW,根基營造股份有限公司,14,建材營造業,2026-03-01,-4.41
2547.TW,日勝生活科技股份有限公司,14,建材營造業,2026-03-01,51.36
2548.TW,華固建設股份有限公司,14,建材營造業,2026-03-01,81838.77
2597.TW,潤弘精密工程事業股份有限公司,14,建材營造業,2026-03-01,1.71
2601.TW,益航股份有限公司,18,貿易百貨業,2026-03-01,-67.3
2603.TW,長榮海運股份有限公司,15,航運業,2026-03-01,-17.82
2605.TW,新興航運股份有限公司,15,航運業,2026-03-01,34.71
2606.TW,裕民航運股份有限公司,15,航運業,2026-03-01,17.69
2607.TW,長榮國際儲運股份有限公司,15,航運業,2026-03-01,-3.63
2608.TW,嘉里大榮物流股份有限公司,15,航運業,2026-03-01,4.61
2609.TW,陽明海運股份有限公司,15,航運業,2026-03-01,-5.85
2610.TW,中華航空股份有限公司,15,航運業,2026-03-01,19.98
2611.TW,志信國際股份有限公司,15,航運業,2026-03-01,307.74
2612.TW,中國航運股份有限公司,15,航運業,2026-03-01,6.39
2613.TW,中國貨櫃運輸股份有限公司,15,航運業,2026-03-01,4.72
2614.TW,東森國際股份有限公司,20,其他業,2026-03-01,-1.42
2615.TW,萬海航運股份有限公司,15,航運業,2026-03-01,-10.71
2616.TW,山隆通運股份有限公司,23,油電燃氣業,2026-03-01,11.51
2617.TW,台灣航業股份有限公司,15,航運業,2026-03-01,11.94
2618.TW,長榮航空股份有限公司,15,航運業,2026-03-01,18.46
2630.TW,亞洲航空股份有限公司,15,航運業,2026-03-01,-15.16
2633.TW,台灣高速鐵路股份有限公司,15,航運業,2026-03-01,4.45
2634.TW,漢翔航空工業股份有限公司,15,航運業,2026-03-01,-7.04
2636.TW,台驊國際控股股份有限公司,15,航運業,2026-03-01,-4.56
2637.TW,慧洋海運股份有限公司,15,航運業,2026-03-01,34.91
2642.TW,台灣宅配通股份有限公司,15,航運業,2026-03-01,-19.61
2645.TW,長榮航太科技股份有限公司,15,航運業,2026-03-01,12.24
2646.TW,星宇航空股份有限公司,15,航運業,2026-03-01,33.09
2701.TW,萬華企業股份有限公司,16,觀光餐旅,2026-03-01,-0.15
2702.TW,華園飯店股份有限公司,16,觀光餐旅,2026-03-01,1.57
2704.TW,國賓大飯店股份有限公司,16,觀光餐旅,2026-03-01,7.43
2705.TW,六福開發股份有限公司,16,觀光餐旅,2026-03-01,-2.17
2706.TW,第一華僑大飯店股份有限公司,16,觀光餐旅,2026-03-01,0.29
2707.TW,晶華國際酒店股份有限公司,16,觀光餐旅,2026-03-01,5.88
2712.TW,遠雄悅來大飯店股份有限公司,16,觀光餐旅,2026-03-01,-12.77
2722.TW,夏都國際開發股份有限公司,16,觀光餐旅,2026-03-01,11.1
2723.TW,開曼美食達人股份有限公司,16,觀光餐旅,2026-03-01,-20.65
2727.TW,王品餐飲股份有限公司,16,觀光餐旅,2026-03-01,7.83
2731.TW,雄獅旅行社股份有限公司,16,觀光餐旅,2026-03-01,10.93
2739.TW,寒舍餐旅管理顧問股份有限公司,16,觀光餐旅,2026-03-01,4.6
2748.TW,雲品國際酒店股份有限公司,16,觀光餐旅,2026-03-01,-5.91
2753.TW,八方雲集國際股份有限公司,16,觀光餐旅,2026-03-01,7.06
2762.TW,世界健身股份有限公司,37,運動休閒,2026-03-01,7.19
2801.TW,彰化商業銀行股份有限公司,17,金融保險業,2026-03-01,23.7
2812.TW,台中商業銀行股份有限公司,17,金融保險業,2026-03-01,8.28
2820.TW,中華票券金融股份有限公司,17,金融保險業,2026-03-01,46.36
2832.TW,台灣產物保險股份有限公司,17,金融保險業,2026-03-01,0.83
2834.TW,臺灣中小企業銀行股份有限公司,17,金融保險業,2026-03-01,4.82
2836.TW,高雄銀行股份有限公司,17,金融保險業,2026-03-01,-12.37
2838.TW,聯邦商業銀行股份有限公司,17,金融保險業,2026-03-01,8.25
2845.TW,遠東國際商業銀行股份有限公司,17,金融保險業,2026-03-01,12.62
2849.TW,安泰商業銀行股份有限公司,17,金融保險業,2026-03-01,9.06
2852.TW,第一產物保險股份有限公司,17,金融保險業,2026-03-01,1.22
2855.TW,統一綜合證券股份有限公司,17,金融保險業,2026-03-01,-66.2
2867.TW,三商美邦人壽保險股份有限公司,17,金融保險業,2026-03-01,-669.4
2884.TW,玉山金融控股股份有限公司,17,金融保險業,2026-03-01,10.19
2885.TW,元大金融控股股份有限公司,17,金融保險業,2026-03-01,70.15
2886.TW,兆豐金融控股股份有限公司,17,金融保險業,2026-03-01,17.68
2887.TW,台新新光金融控股股份有限公司,17,金融保險業,2026-03-01,1118.75
2889.TW,國票金融控股股份有限公司,17,金融保險業,2026-03-01,50.36
2890.TW,永豐金融控股股份有限公司,17,金融保險業,2026-03-01,50.7
2897.TW,王道商業銀行股份有限公司,17,金融保險業,2026-03-01,38.23
2901.TW,欣欣大眾市場股份有限公司,18,貿易百貨業,2026-03-01,9.21
2903.TW,遠東百貨股份有限公司,18,貿易百貨業,2026-03-01,-2.93
2904.TW,匯僑股份有限公司,20,其他業,2026-03-01,-5.61
2906.TW,高林實業股份有限公司,18,貿易百貨業,2026-03-01,-4.94
2908.TW,特力股份有限公司,18,貿易百貨業,2026-03-01,-2.84
2910.TW,統領百貨股份有限公司,18,貿易百貨業,2026-03-01,6.3
2911.TW,麗嬰房股份有限公司,18,貿易百貨業,2026-03-01,-34.55
2912.TW,統一超商股份有限公司,18,貿易百貨業,2026-03-01,4.93
2913.TW,台灣農林股份有限公司,18,貿易百貨業,2026-03-01,-6.07
2915.TW,潤泰全球股份有限公司,18,貿易百貨業,2026-03-01,-35.24
2923.TW,鼎固控股有限公司,14,建材營造業,2026-03-01,-15.25
2929.TW,淘帝國際控股有限公司,18,貿易百貨業,2026-03-01,-8.43
2939.TW,永邑國際集團股份有限公司,18,貿易百貨業,2026-03-01,9.68
2945.TW,三商家購股份有限公司,18,貿易百貨業,2026-03-01,13.38
3002.TW,歐格電子股份有限公司,25,電腦及週邊設備業,2026-03-01,15.51
3003.TW,健和興端子股份有限公司,28,電子零組件業,2026-03-01,25.61
3004.TW,豐達科技股份有限公司,10,鋼鐵工業,2026-03-01,31.17
3005.TW,神基控股股份有限公司,25,電腦及週邊設備業,2026-03-01,-7.36
3006.TW,晶豪科技股份有限公司,24,半導體業,2026-03-01,188.11
3008.TW,大立光電股份有限公司,26,光電業,2026-03-01,10.77
3010.TW,華立企業股份有限公司,29,電子通路業,2026-03-01,23.7
3011.TW,今皓實業股份有限公司,28,電子零組件業,2026-03-01,-36.86
3013.TW,晟銘電子科技股份有限公司,25,電腦及週邊設備業,2026-03-01,40.84
3014.TW,聯陽半導體股份有限公司,24,半導體業,2026-03-01,7.65
3015.TW,全漢企業股份有限公司,28,電子零組件業,2026-03-01,-10.02
3016.TW,嘉晶電子股份有限公司,24,半導體業,2026-03-01,20.34
3017.TW,奇鋐科技股份有限公司,25,電腦及週邊設備業,2026-03-01,111.72
3018.TW,隆銘綠能科技工程股份有限公司,31,其他電子業,2026-03-01,3.86
3019.TW,亞洲光學股份有限公司,26,光電業,2026-03-01,12.33
3021.TW,鴻名企業股份有限公司,28,電子零組件業,2026-03-01,34.67
3022.TW,威強電工業電腦股份有限公司,25,電腦及週邊設備業,2026-03-01,9.71
3023.TW,信邦電子股份有限公司,28,電子零組件業,2026-03-01,7.55
3024.TW,憶聲電子股份有限公司,26,光電業,2026-03-01,-58.11
3025.TW,星通資訊股份有限公司,27,通信網路業,2026-03-01,85.79
3026.TW,禾伸堂企業股份有限公司,28,電子零組件業,2026-03-01,0.1
3027.TW,盛達電業股份有限公司,27,通信網路業,2026-03-01,-39.64
3028.TW,增你強股份有限公司,29,電子通路業,2026-03-01,125.18
3029.TW,零壹科技股份有限公司,30,資訊服務業,2026-03-01,26.04
3030.TW,德律科技股份有限公司,31,其他電子業,2026-03-01,14.72
3031.TW,佰鴻工業股份有限公司,26,光電業,2026-03-01,22.68
3032.TW,偉訓科技股份有限公司,28,電子零組件業,2026-03-01,0.0
3033.TW,威健實業股份有限公司,29,電子通路業,2026-03-01,12.61
3034.TW,聯詠科技股份有限公司,24,半導體業,2026-03-01,-9.64
3035.TW,智原科技股份有限公司,24,半導體業,2026-03-01,-69.38
3036.TW,文曄科技股份有限公司,29,電子通路業,2026-03-01,118.87
3037.TW,欣興電子股份有限公司,28,電子零組件業,2026-03-01,23.27
3038.TW,全台晶像股份有限公司,26,光電業,2026-03-01,-0.61
3040.TW,遠見科技股份有限公司,20,其他業,2026-03-01,4.99
3041.TW,揚智科技股份有限公司,24,半導體業,2026-03-01,12.49
3042.TW,台灣晶技股份有限公司,28,電子零組件業,2026-03-01,2.66
3043.TW,科風股份有限公司,31,其他電子業,2026-03-01,-17.39
3044.TW,健鼎科技股份有限公司,28,電子零組件業,2026-03-01,24.38
3045.TW,台灣大哥大股份有限公司,27,通信網路業,2026-03-01,5.76
3046.TW,建碁股份有限公司,25,電腦及週邊設備業,2026-03-01,1.97
3047.TW,訊舟科技股份有限公司,27,通信網路業,2026-03-01,-52.51
3048.TW,益登科技股份有限公司,29,電子通路業,2026-03-01,26.71
3049.TW,精金科技股份有限公司,26,光電業,2026-03-01,-45.72
3050.TW,鈺德科技股份有限公司,26,光電業,2026-03-01,-13.17
3051.TW,力特光電科技股份有限公司,26,光電業,2026-03-01,-14.91
3052.TW,夆典科技開發股份有限公司,14,建材營造業,2026-03-01,20.58
3054.TW,立萬利創新股份有限公司,2,食品工業,2026-03-01,1091.19
3055.TW,蔚華科技股份有限公司,29,電子通路業,2026-03-01,19.32
3056.TW,富華創新股份有限公司,14,建材營造業,2026-03-01,-57.26
3057.TW,喬鼎資訊股份有限公司,25,電腦及週邊設備業,2026-03-01,99.59
3058.TW,立德電子股份有限公司,28,電子零組件業,2026-03-01,-6.96
3059.TW,華晶科技股份有限公司,26,光電業,2026-03-01,-2.67
3060.TW,銘異科技股份有限公司,25,電腦及週邊設備業,2026-03-01,-4.69
3062.TW,建漢科技股份有限公司,27,通信網路業,2026-03-01,30.9
3090.TW,日電貿股份有限公司,28,電子零組件業,2026-03-01,34.11
3092.TW,鴻碩精密電工股份有限公司,28,電子零組件業,2026-03-01,6.8
3094.TW,聯傑國際股份有限公司,24,半導體業,2026-03-01,-11.43
3130.TW,一零四資訊科技股份有限公司,36,數位雲端,2026-03-01,9.9
3135.TW,凌航科技股份有限公司,24,半導體業,2026-03-01,140.51
3138.TW,耀登科技股份有限公司,27,通信網路業,2026-03-01,32.13
3149.TW,正達國際光電股份有限公司,26,光電業,2026-03-01,-25.13
3150.TW,鈺寶科技股份有限公司,24,半導體業,2026-03-01,21.96
3164.TW,景岳生物科技股份有限公司,22,生技醫療業,2026-03-01,-12.58
3167.TW,大量科技股份有限公司,5,電機機械,2026-03-01,146.84
3168.TW,眾福科技股份有限公司,26,光電業,2026-03-01,10.68
3189.TW,景碩科技股份有限公司,24,半導體業,2026-03-01,25.06
3209.TW,全科科技股份有限公司,29,電子通路業,2026-03-01,11.85
3229.TW,晟鈦股份有限公司,28,電子零組件業,2026-03-01,73.04
3231.TW,緯創資通股份有限公司,25,電腦及週邊設備業,2026-03-01,117.7
3257.TW,虹冠電子工業股份有限公司,24,半導體業,2026-03-01,-35.54
3266.TW,昇陽建設企業股份有限公司,14,建材營造業,2026-03-01,129.86
3296.TW,勝德國際研發股份有限公司,28,電子零組件業,2026-03-01,-15.47
3305.TW,昇貿科技股份有限公司,31,其他電子業,2026-03-01,72.74
3308.TW,聯德電子股份有限公司,28,電子零組件業,2026-03-01,-5.36
3311.TW,閎暉實業股份有限公司,27,通信網路業,2026-03-01,-11.9
3312.TW,弘憶國際股份有限公司,29,電子通路業,2026-03-01,3.26
3321.TW,同泰電子科技股份有限公司,28,電子零組件業,2026-03-01,6.8
3338.TW,泰碩電子股份有限公司,28,電子零組件業,2026-03-01,5.2
3346.TW,麗清科技股份有限公司,12,汽車工業,2026-03-01,-11.41
3356.TW,奇偶科技股份有限公司,26,光電業,2026-03-01,10.61
3376.TW,新日興股份有限公司,28,電子零組件業,2026-03-01,-9.6
3380.TW,明泰科技股份有限公司,27,通信網路業,2026-03-01,50.49
3406.TW,玉晶光電股份有限公司,26,光電業,2026-03-01,14.32
3413.TW,京鼎精密科技股份有限公司,24,半導體業,2026-03-01,26.77
3416.TW,融程電訊股份有限公司,25,電腦及週邊設備業,2026-03-01,13.73
3419.TW,譁裕實業股份有限公司,27,通信網路業,2026-03-01,0.44
3432.TW,台端興業股份有限公司,28,電子零組件業,2026-03-01,297.51
3437.TW,榮創能源科技股份有限公司,26,光電業,2026-03-01,-21.73
3443.TW,創意電子股份有限公司,24,半導體業,2026-03-01,33.48
3447.TW,展達通訊股份有限公司,27,通信網路業,2026-03-01,9.7
3450.TW,聯鈞光電股份有限公司,24,半導體業,2026-03-01,-25.59
3481.TW,群創光電股份有限公司,26,光電業,2026-03-01,33.1
3494.TW,誠研科技股份有限公司,25,電腦及週邊設備業,2026-03-01,16.59
3501.TW,維熹科技股份有限公司,28,電子零組件業,2026-03-01,-12.48
3504.TW,揚明光學股份有限公司,26,光電業,2026-03-01,21.57
3515.TW,華擎科技股份有限公司,25,電腦及週邊設備業,2026-03-01,55.06
3518.TW,柏騰科技股份有限公司,31,其他電子業,2026-03-01,-40.26
3528.TW,安馳科技股份有限公司,29,電子通路業,2026-03-01,132.45
3530.TW,晶相光電股份有限公司,24,半導體業,2026-03-01,52.43
3532.TW,台塑勝高科技股份有限公司,24,半導體業,2026-03-01,15.78
3533.TW,嘉澤端子工業股份有限公司,28,電子零組件業,2026-03-01,23.4
3535.TW,晶彩科技股份有限公司,26,光電業,2026-03-01,-9.27
3543.TW,州巧科技股份有限公司,26,光電業,2026-03-01,-8.81
3545.TW,敦泰電子股份有限公司,24,半導體業,2026-03-01,-14.36
3550.TW,聯穎科技股份有限公司,28,電子零組件業,2026-03-01,29.91
3557.TW,嘉威生活股份有限公司,38,居家生活,2026-03-01,-35.91
3563.TW,牧德科技股份有限公司,26,光電業,2026-03-01,11.1
3576.TW,聯合再生能源股份有限公司,26,光電業,2026-03-01,-41.39
3583.TW,辛耘企業股份有限公司,24,半導體業,2026-03-01,6.08
3588.TW,通嘉科技股份有限公司,24,半導體業,2026-03-01,28.73
3591.TW,艾笛森光電股份有限公司,26,光電業,2026-03-01,11.63
3592.TW,瑞鼎科技股份有限公司,24,半導體業,2026-03-01,0.73
3593.TW,力銘科技股份有限公司,28,電子零組件業,2026-03-01,-50.03
3596.TW,智易科技股份有限公司,27,通信網路業,2026-03-01,1.64
3605.TW,宏致電子股份有限公司,28,電子零組件業,2026-03-01,3.35
3607.TW,谷崧精密工業股份有限公司,28,電子零組件業,2026-03-01,9.05
3617.TW,碩天科技股份有限公司,31,其他電子業,2026-03-01,6.94
3622.TW,洋華光電股份有限公司,26,光電業,2026-03-01,-2.38
3645.TW,達邁科技股份有限公司,28,電子零組件業,2026-03-01,23.85
3652.TW,精聯電子股份有限公司,25,電腦及週邊設備業,2026-03-01,8.87
3653.TW,健策精密工業股份有限公司,28,電子零組件業,2026-03-01,18.86
3661.TW,世芯電子股份有限公司,24,半導體業,2026-03-01,-46.57
3665.TW,貿聯控股(BizLink Holding Inc.),31,其他電子業,2026-03-01,22.21
3669.TW,圓展科技股份有限公司,27,通信網路業,2026-03-01,29.05
3673.TW,"TPK Holding Co., Ltd.",26,光電業,2026-03-01,23.59
3679.TW,新至陞科技股份有限公司,28,電子零組件業,2026-03-01,-8.89
3686.TW,達能科技股份有限公司,24,半導體業,2026-03-01,85.92
3694.TW,海華科技股份有限公司,27,通信網路業,2026-03-01,27.33
3701.TW,大眾全球投資控股股份有限公司,25,電腦及週邊設備業,2026-03-01,-30.35
3702.TW,大聯大控股股份有限公司,29,電子通路業,2026-03-01,28.58
