stock_id,Ticker SYMBOL,公司名稱,產業類別
2025,2025.TW,千興不銹鋼(股)公司,10
2027,2027.TW,大成不銹鋼工業股份有限公司,10
2028,2028.TW,威致鋼鐵工業股份有限公司,10
2029,2029.TW,盛餘股份有限公司,10
2030,2030.TW,彰源企業股份有限公司,10
2031,2031.TW,新光鋼鐵股份有限公司,10
2032,2032.TW,新鋼工業股份有限公司,10
2033,2033.TW,佳大世界股份有限公司,10
2034,2034.TW,允強實業股份有限公司,10
2038,2038.TW,海光企業股份有限公司,10
2049,2049.TW,上銀科技股份有限公司,5
2059,2059.TW,川湖科技股份有限公司,28
2062,2062.TW,橋椿金屬股份有限公司,38
2069,2069.TW,運錩鋼鐵股份有限公司,10
2072,2072.TW,世紀離岸風電設備股份有限公司,35
2101,2101.TW,南港輪胎股份有限公司,11
2102,2102.TW,泰豐輪胎股份有限公司,11
2103,2103.TW,台橡股份有限公司,11
2104,2104.TW,國際中橡投資控股股份有限公司,11
2105,2105.TW,正新橡膠工業股份有限公司,11
2106,2106.TW,建大工業股份有限公司,11
2107,2107.TW,厚生股份有限公司,11
2108,2108.TW,南帝化學工業股份有限公司,11
2109,2109.TW,華豐橡膠工業股份有限公司,11
2114,2114.TW,鑫永銓股份有限公司,11
2115,2115.TW,六暉控股股份有限公司,12
2201,2201.TW,裕隆汽車製造股份有限公司,12
2204,2204.TW,中華汽車工業股份有限公司,12
2206,2206.TW,三陽工業股份有限公司,12
2207,2207.TW,和泰汽車股份有限公司,12
2208,2208.TW,台灣國際造船股份有限公司,15
2211,2211.TW,長榮鋼鐵股份有限公司,10
2227,2227.TW,裕隆日產汽車股份有限公司,12
2228,2228.TW,劍麟股份有限公司,12
2231,2231.TW,為升電裝工業股份有限公司,12
2233,2233.TW,宇隆科技股份有限公司,12
2236,2236.TW,百達精密工業股份有限公司,12
2239,2239.TW,開曼英利工業股份有限公司,12
2241,2241.TW,艾姆勒科技股份有限公司,12
2243,2243.TW,宏旭控股股份有限公司,12
2247,2247.TW,汎德永業汽車股份有限公司,12
2248,2248.TW,華勝汽車電子股份有限公司,12
2250,2250.TW,第一化成控股(開曼)股份有限公司,12
2254,2254.TW,巨鎧精密工業股份有限公司,12
2258,2258.TW,鴻華先進科技股份有限公司,12
2301,2301.TW,光寶科技股份有限公司,25
2302,2302.TW,麗正國際科技股份有限公司,24
2303,2303.TW,聯華電子股份有限公司,24
2305,2305.TW,全友電腦股份有限公司,25
2308,2308.TW,台達電子工業股份有限公司,28
2312,2312.TW,金寶電子工業股份有限公司,31
2313,2313.TW,華通電腦股份有限公司,28
2314,2314.TW,台揚科技股份有限公司,27
2316,2316.TW,楠梓電子股份有限公司,28
2317,2317.TW,鴻海精密工業股份有限公司,31
2321,2321.TW,東訊股份有限公司,27
2323,2323.TW,中環股份有限公司,26
2324,2324.TW,仁寶電腦工業股份有限公司,25
2327,2327.TW,國巨股份有限公司,28
2328,2328.TW,廣宇科技股份有限公司,28
2329,2329.TW,華泰電子股份有限公司,24
2330,2330.TW,台灣積體電路製造股份有限公司,24
2331,2331.TW,精英電腦股份有限公司,25
2332,2332.TW,友訊科技股份有限公司,27
2337,2337.TW,旺宏電子股份有限公司,24
2338,2338.TW,台灣光罩股份有限公司,24
2340,2340.TW,台亞半導體股份有限公司,24
2342,2342.TW,台灣茂矽電子股份有限公司,24
2344,2344.TW,華邦電子股份有限公司,24
2345,2345.TW,智邦科技股份有限公司,27
2347,2347.TW,聯強國際股份有限公司,29
2348,2348.TW,海悅國際開發股份有限公司,20
2349,2349.TW,錸德科技股份有限公司,26
2351,2351.TW,順德工業股份有限公司,24
2352,2352.TW,佳世達科技股份有限公司,25
2353,2353.TW,宏碁股份有限公司,25
2354,2354.TW,鴻準精密工業股份有限公司,31
2355,2355.TW,敬鵬工業股份有限公司,28
2356,2356.TW,英業達股份有限公司,25
2357,2357.TW,華碩電腦股份有限公司,25
2359,2359.TW,所羅門股份有限公司,31
2360,2360.TW,致茂電子股份有限公司,31
2362,2362.TW,藍天電腦股份有限公司,25
2363,2363.TW,矽統科技股份有限公司,24
2364,2364.TW,倫飛電腦實業股份有限公司,25
2365,2365.TW,昆盈企業股份有限公司,25
2367,2367.TW,燿華電子股份有限公司,28
2368,2368.TW,金像電子(股)公司,28
2369,2369.TW,菱生精密工業股份有限公司,24
2371,2371.TW,大同股份有限公司,5
2373,2373.TW,震旦行股份有限公司,31
2374,2374.TW,佳能企業股份有限公司,26
2375,2375.TW,凱美電機股份有限公司,28
2376,2376.TW,技嘉科技股份有限公司,25
2377,2377.TW,微星科技股份有限公司,25
2379,2379.TW,瑞昱半導體股份有限公司,24
2380,2380.TW,虹光精密工業股份有限公司,25
2382,2382.TW,廣達電腦股份有限公司,25
2383,2383.TW,台光電子材料股份有限公司,28
2385,2385.TW,群光電子股份有限公司,28
2387,2387.TW,精元電腦股份有限公司,25
2388,2388.TW,威盛電子股份有限公司,24
2390,2390.TW,云辰電子開發股份有限公司,31
2392,2392.TW,正崴精密工業股份有限公司,28
2393,2393.TW,億光電子工業股份有限公司,26
2395,2395.TW,研華股份有限公司,25
2397,2397.TW,友通資訊股份有限公司,25
2399,2399.TW,映泰股份有限公司,25
2401,2401.TW,凌陽科技股份有限公司,24
2402,2402.TW,毅嘉科技股份有限公司,28
2404,2404.TW,漢唐集成股份有限公司,31
2405,2405.TW,輔信科技股份有限公司,25
2406,2406.TW,國碩科技工業股份有限公司,26
2408,2408.TW,南亞科技股份有限公司,24
2409,2409.TW,友達光電股份有限公司,26
2412,2412.TW,中華電信股份有限公司,27
2413,2413.TW,環隆科技股份有限公司,28
2414,2414.TW,精技電腦股份有限公司,29
2415,2415.TW,錩新科技股份有限公司,28
2417,2417.TW,圓剛科技股份有限公司,25
2419,2419.TW,仲琦科技股份有限公司,27
2420,2420.TW,新巨企業股份有限公司,28
2421,2421.TW,建準電機工業股份有限公司,28
2423,2423.TW,固緯電子實業股份有限公司,31
2424,2424.TW,隴華電子股份有限公司,27
2425,2425.TW,承啟科技股份有限公司,25
2426,2426.TW,鼎元光電科技股份有限公司,26
2427,2427.TW,三商電腦股份有限公司,30
2428,2428.TW,興勤電子工業股份有限公司,28
2429,2429.TW,銘旺科技股份有限公司,26
2430,2430.TW,燦坤實業股份有限公司,29
2431,2431.TW,聯昌電子企業股份有限公司,28
2432,2432.TW,倚天酷碁股份有限公司,25
2433,2433.TW,互盛股份有限公司,31
2434,2434.TW,統懋半導體股份有限公司,24
2436,2436.TW,偉詮電子股份有限公司,24
2438,2438.TW,翔耀實業股份有限公司,26
2439,2439.TW,美律實業股份有限公司,27
2440,2440.TW,太空梭高傳真資訊科技(股)公司,28
2441,2441.TW,超豐電子股份有限公司,24
2442,2442.TW,新美齊股份有限公司,14
2444,2444.TW,兆勁科技股份有限公司,27
2449,2449.TW,京元電子股份有限公司,24
2450,2450.TW,神腦國際企業股份有限公司,27
2451,2451.TW,創見資訊股份有限公司,24
2453,2453.TW,凌群電腦股份有限公司,30
2454,2454.TW,聯發科技股份有限公司,24
2455,2455.TW,全新光電科技股份有限公司,27
2457,2457.TW,飛宏科技股份有限公司,28
2458,2458.TW,義隆電子股份有限公司,24
2459,2459.TW,敦吉科技股份有限公司,31
2460,2460.TW,建通精密工業股份有限公司,28
2461,2461.TW,光群雷射科技股份有限公司,31
2462,2462.TW,台灣良得電子股份有限公司,28
2464,2464.TW,盟立自動化股份有限公司,31
2465,2465.TW,麗臺科技股份有限公司,25
2466,2466.TW,冠西電子企業股份有限公司,26
2467,2467.TW,志聖工業股份有限公司,28
2468,2468.TW,華經資訊企業股份有限公司,30
2471,2471.TW,資通電腦股份有限公司,30
2472,2472.TW,立隆電子工業股份有限公司,28
2474,2474.TW,可成科技股份有限公司,31
2476,2476.TW,鉅祥企業股份有限公司,28
2477,2477.TW,美隆工業股份有限公司,31
2478,2478.TW,大毅科技股份有限公司,28
2480,2480.TW,敦陽科技股份有限公司,30
2481,2481.TW,強茂股份有限公司,24
2482,2482.TW,連宇股份有限公司,31
2483,2483.TW,百容電子股份有限公司,28
2484,2484.TW,希華晶體科技股份有限公司,28
2485,2485.TW,兆赫電子股份有限公司,27
2486,2486.TW,一詮精密工業股份有限公司,26
2488,2488.TW,漢平電子工業股份有限公司,31
2489,2489.TW,瑞軒科技股份有限公司,26
2491,2491.TW,吉祥全球實業股份有限公司,26
2492,2492.TW,華新科技股份有限公司,28
2493,2493.TW,揚博科技股份有限公司,28
2495,2495.TW,普安科技股份有限公司,25
2496,2496.TW,卓越成功股份有限公司,20
2497,2497.TW,怡利電子工業股份有限公司,12
2498,2498.TW,宏達國際電子股份有限公司,27
2501,2501.TW,國泰建設股份有限公司,14
2504,2504.TW,國產建材實業股份有限公司,14
2505,2505.TW,國揚實業股份有限公司,14
2506,2506.TW,太平洋建設股份有限公司,14
2509,2509.TW,全坤建設開發股份有限公司,14
2511,2511.TW,太子建設開發股份有限公司,14
2514,2514.TW,龍邦國際興業股份有限公司,20
2515,2515.TW,中華工程股份有限公司,14
2516,2516.TW,新亞建設開發股份有限公司,14
2520,2520.TW,冠德建設股份有限公司,14
2524,2524.TW,京城建設股份有限公司,14
2527,2527.TW,宏璟建設股份有限公司,14
2528,2528.TW,皇普建設股份有限公司,14
2530,2530.TW,大華建設股份有限公司,14
2534,2534.TW,宏盛建設股份有限公司,14
2535,2535.TW,達欣工程股份有限公司,14
2536,2536.TW,宏普建設股份有限公司,14
2537,2537.TW,聯上開發股份有限公司,14
2538,2538.TW,基泰建設股份有限公司,14
2539,2539.TW,櫻花建設股份有限公司,14
2540,2540.TW,愛山林建設開發股份有限公司,14
2542,2542.TW,興富發建設股份有限公司,14
2543,2543.TW,皇昌營造股份有限公司,14
2545,2545.TW,皇翔建設股份有限公司,14
2546,2546.TW,根基營造股份有限公司,14
2547,2547.TW,日勝生活科技股份有限公司,14
2548,2548.TW,華固建設股份有限公司,14
2597,2597.TW,潤弘精密工程事業股份有限公司,14
2601,2601.TW,益航股份有限公司,18
2603,2603.TW,長榮海運股份有限公司,15
2605,2605.TW,新興航運股份有限公司,15
2606,2606.TW,裕民航運股份有限公司,15
2607,2607.TW,長榮國際儲運股份有限公司,15
2608,2608.TW,嘉里大榮物流股份有限公司,15
2609,2609.TW,陽明海運股份有限公司,15
2610,2610.TW,中華航空股份有限公司,15
2611,2611.TW,志信國際股份有限公司,15
2612,2612.TW,中國航運股份有限公司,15
2613,2613.TW,中國貨櫃運輸股份有限公司,15
2614,2614.TW,東森國際股份有限公司,20
2615,2615.TW,萬海航運股份有限公司,15
2616,2616.TW,山隆通運股份有限公司,23
2617,2617.TW,台灣航業股份有限公司,15
2618,2618.TW,長榮航空股份有限公司,15
2630,2630.TW,亞洲航空股份有限公司,15
2633,2633.TW,台灣高速鐵路股份有限公司,15
2634,2634.TW,漢翔航空工業股份有限公司,15
2636,2636.TW,台驊國際控股股份有限公司,15
2637,2637.TW,慧洋海運股份有限公司,15
2642,2642.TW,台灣宅配通股份有限公司,15
2645,2645.TW,長榮航太科技股份有限公司,15
2646,2646.TW,星宇航空股份有限公司,15
2701,2701.TW,萬華企業股份有限公司,16
2702,2702.TW,華園飯店股份有限公司,16
2704,2704.TW,國賓大飯店股份有限公司,16
2705,2705.TW,六福開發股份有限公司,16
2706,2706.TW,第一華僑大飯店股份有限公司,16
2707,2707.TW,晶華國際酒店股份有限公司,16
2712,2712.TW,遠雄悅來大飯店股份有限公司,16
2722,2722.TW,夏都國際開發股份有限公司,16
2723,2723.TW,開曼美食達人股份有限公司,16
2727,2727.TW,王品餐飲股份有限公司,16
2731,2731.TW,雄獅旅行社股份有限公司,16
2739,2739.TW,寒舍餐旅管理顧問股份有限公司,16
2748,2748.TW,雲品國際酒店股份有限公司,16
2753,2753.TW,八方雲集國際股份有限公司,16
2762,2762.TW,世界健身股份有限公司,37
2801,2801.TW,彰化商業銀行股份有限公司,17
2812,2812.TW,台中商業銀行股份有限公司,17
2816,2816.TW,旺旺友聯產物保險股份有限公司,17
2820,2820.TW,中華票券金融股份有限公司,17
2832,2832.TW,台灣產物保險股份有限公司,17
2834,2834.TW,臺灣中小企業銀行股份有限公司,17
2836,2836.TW,高雄銀行股份有限公司,17
2838,2838.TW,聯邦商業銀行股份有限公司,17
2845,2845.TW,遠東國際商業銀行股份有限公司,17
2849,2849.TW,安泰商業銀行股份有限公司,17
2850,2850.TW,新光產物保險股份有限公司,17
2851,2851.TW,中央再保險股份有限公司,17
2852,2852.TW,第一產物保險股份有限公司,17
2855,2855.TW,統一綜合證券股份有限公司,17
2867,2867.TW,三商美邦人壽保險股份有限公司,17
2880,2880.TW,華南金融控股股份有限公司,17
2881,2881.TW,富邦金融控股股份有限公司,17
2882,2882.TW,國泰金融控股股份有限公司,17
2883,2883.TW,凱基金融控股股份有限公司,17
2884,2884.TW,玉山金融控股股份有限公司,17
2885,2885.TW,元大金融控股股份有限公司,17
2886,2886.TW,兆豐金融控股股份有限公司,17
2887,2887.TW,台新新光金融控股股份有限公司,17
2889,2889.TW,國票金融控股股份有限公司,17
2890,2890.TW,永豐金融控股股份有限公司,17
2891,2891.TW,中國信託金融控股股份有限公司,17
2892,2892.TW,第一金融控股股份有限公司,17
2897,2897.TW,王道商業銀行股份有限公司,17
2901,2901.TW,欣欣大眾市場股份有限公司,18
2903,2903.TW,遠東百貨股份有限公司,18
2904,2904.TW,匯僑股份有限公司,20
2905,2905.TW,三商投資控股股份有限公司,18
2906,2906.TW,高林實業股份有限公司,18
2908,2908.TW,特力股份有限公司,18
2910,2910.TW,統領百貨股份有限公司,18
2911,2911.TW,麗嬰房股份有限公司,18
2912,2912.TW,統一超商股份有限公司,18
2913,2913.TW,台灣農林股份有限公司,18
2915,2915.TW,潤泰全球股份有限公司,18
2923,2923.TW,鼎固控股有限公司,14
2929,2929.TW,淘帝國際控股有限公司,18
2939,2939.TW,永邑國際集團股份有限公司,18
2945,2945.TW,三商家購股份有限公司,18
3002,3002.TW,歐格電子股份有限公司,25
3003,3003.TW,健和興端子股份有限公司,28
3004,3004.TW,豐達科技股份有限公司,10
3005,3005.TW,神基控股股份有限公司,25
3006,3006.TW,晶豪科技股份有限公司,24
3008,3008.TW,大立光電股份有限公司,26
3010,3010.TW,華立企業股份有限公司,29
3011,3011.TW,今皓實業股份有限公司,28
3013,3013.TW,晟銘電子科技股份有限公司,25
3014,3014.TW,聯陽半導體股份有限公司,24
3015,3015.TW,全漢企業股份有限公司,28
3016,3016.TW,嘉晶電子股份有限公司,24
3017,3017.TW,奇鋐科技股份有限公司,25
3018,3018.TW,隆銘綠能科技工程股份有限公司,31
3019,3019.TW,亞洲光學股份有限公司,26
3021,3021.TW,鴻名企業股份有限公司,28
3022,3022.TW,威強電工業電腦股份有限公司,25
3023,3023.TW,信邦電子股份有限公司,28
3024,3024.TW,憶聲電子股份有限公司,26
3025,3025.TW,星通資訊股份有限公司,27
3026,3026.TW,禾伸堂企業股份有限公司,28
3027,3027.TW,盛達電業股份有限公司,27
3028,3028.TW,增你強股份有限公司,29
3029,3029.TW,零壹科技股份有限公司,30
3030,3030.TW,德律科技股份有限公司,31
3031,3031.TW,佰鴻工業股份有限公司,26
3032,3032.TW,偉訓科技股份有限公司,28
3033,3033.TW,威健實業股份有限公司,29
3034,3034.TW,聯詠科技股份有限公司,24
3035,3035.TW,智原科技股份有限公司,24
3036,3036.TW,文曄科技股份有限公司,29
3037,3037.TW,欣興電子股份有限公司,28
3038,3038.TW,全台晶像股份有限公司,26
3040,3040.TW,遠見科技股份有限公司,20
3041,3041.TW,揚智科技股份有限公司,24
3042,3042.TW,台灣晶技股份有限公司,28
3043,3043.TW,科風股份有限公司,31
3044,3044.TW,健鼎科技股份有限公司,28
3045,3045.TW,台灣大哥大股份有限公司,27
3046,3046.TW,建碁股份有限公司,25
3047,3047.TW,訊舟科技股份有限公司,27
3048,3048.TW,益登科技股份有限公司,29
3049,3049.TW,精金科技股份有限公司,26
3050,3050.TW,鈺德科技股份有限公司,26
3051,3051.TW,力特光電科技股份有限公司,26
3052,3052.TW,夆典科技開發股份有限公司,14
3054,3054.TW,立萬利創新股份有限公司,2
3055,3055.TW,蔚華科技股份有限公司,29
3056,3056.TW,富華創新股份有限公司,14
3057,3057.TW,喬鼎資訊股份有限公司,25
3058,3058.TW,立德電子股份有限公司,28
3059,3059.TW,華晶科技股份有限公司,26
3060,3060.TW,銘異科技股份有限公司,25
3062,3062.TW,建漢科技股份有限公司,27
3090,3090.TW,日電貿股份有限公司,28
3092,3092.TW,鴻碩精密電工股份有限公司,28
3094,3094.TW,聯傑國際股份有限公司,24
3130,3130.TW,一零四資訊科技股份有限公司,36
3135,3135.TW,凌航科技股份有限公司,24
3138,3138.TW,耀登科技股份有限公司,27
3149,3149.TW,正達國際光電股份有限公司,26
3150,3150.TW,鈺寶科技股份有限公司,24
3164,3164.TW,景岳生物科技股份有限公司,22
3167,3167.TW,大量科技股份有限公司,5
3168,3168.TW,眾福科技股份有限公司,26
3189,3189.TW,景碩科技股份有限公司,24
3209,3209.TW,全科科技股份有限公司,29
3229,3229.TW,晟鈦股份有限公司,28
3231,3231.TW,緯創資通股份有限公司,25
3257,3257.TW,虹冠電子工業股份有限公司,24
