Ticker,Preferred_Period,Preferred_Interval,Preferred_Provider,Target_File
8367.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8367.TW_ohlcv.csv
8374.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8374.TW_ohlcv.csv
8404.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8404.TW_ohlcv.csv
8411.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8411.TW_ohlcv.csv
8422.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8422.TW_ohlcv.csv
8429.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8429.TW_ohlcv.csv
8438.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8438.TW_ohlcv.csv
8442.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8442.TW_ohlcv.csv
8443.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8443.TW_ohlcv.csv
8454.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8454.TW_ohlcv.csv
8462.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8462.TW_ohlcv.csv
8463.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8463.TW_ohlcv.csv
8464.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8464.TW_ohlcv.csv
8466.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8466.TW_ohlcv.csv
8467.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8467.TW_ohlcv.csv
8473.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8473.TW_ohlcv.csv
8476.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8476.TW_ohlcv.csv
8478.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8478.TW_ohlcv.csv
8481.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8481.TW_ohlcv.csv
8482.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8482.TW_ohlcv.csv
8487.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8487.TW_ohlcv.csv
8488.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8488.TW_ohlcv.csv
8499.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8499.TW_ohlcv.csv
8926.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8926.TW_ohlcv.csv
8940.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8940.TW_ohlcv.csv
8996.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\8996.TW_ohlcv.csv
9105.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9105.TW_ohlcv.csv
9802.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9802.TW_ohlcv.csv
9902.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9902.TW_ohlcv.csv
9904.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9904.TW_ohlcv.csv
9905.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9905.TW_ohlcv.csv
9906.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9906.TW_ohlcv.csv
9907.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9907.TW_ohlcv.csv
9908.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9908.TW_ohlcv.csv
9910.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9910.TW_ohlcv.csv
9911.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9911.TW_ohlcv.csv
9912.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9912.TW_ohlcv.csv
9914.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9914.TW_ohlcv.csv
9917.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9917.TW_ohlcv.csv
9918.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9918.TW_ohlcv.csv
9919.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9919.TW_ohlcv.csv
9921.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9921.TW_ohlcv.csv
9924.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9924.TW_ohlcv.csv
9925.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9925.TW_ohlcv.csv
9926.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9926.TW_ohlcv.csv
9927.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9927.TW_ohlcv.csv
9928.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9928.TW_ohlcv.csv
9929.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9929.TW_ohlcv.csv
9930.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9930.TW_ohlcv.csv
9931.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9931.TW_ohlcv.csv
9933.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9933.TW_ohlcv.csv
9934.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9934.TW_ohlcv.csv
9935.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9935.TW_ohlcv.csv
9937.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9937.TW_ohlcv.csv
9938.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9938.TW_ohlcv.csv
9939.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9939.TW_ohlcv.csv
9940.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9940.TW_ohlcv.csv
9941.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9941.TW_ohlcv.csv
9942.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9942.TW_ohlcv.csv
9943.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9943.TW_ohlcv.csv
9944.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9944.TW_ohlcv.csv
9945.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9945.TW_ohlcv.csv
9946.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9946.TW_ohlcv.csv
9955.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9955.TW_ohlcv.csv
9958.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\9958.TW_ohlcv.csv
