Ticker,Preferred_Period,Preferred_Interval,Preferred_Provider,Target_File
2908.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2908.TW_ohlcv.csv
2910.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2910.TW_ohlcv.csv
2911.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2911.TW_ohlcv.csv
2912.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2912.TW_ohlcv.csv
2913.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2913.TW_ohlcv.csv
2915.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2915.TW_ohlcv.csv
2923.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2923.TW_ohlcv.csv
2929.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2929.TW_ohlcv.csv
2939.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2939.TW_ohlcv.csv
2945.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\2945.TW_ohlcv.csv
3002.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3002.TW_ohlcv.csv
3003.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3003.TW_ohlcv.csv
3004.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3004.TW_ohlcv.csv
3005.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3005.TW_ohlcv.csv
3006.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3006.TW_ohlcv.csv
3008.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3008.TW_ohlcv.csv
3010.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3010.TW_ohlcv.csv
3011.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3011.TW_ohlcv.csv
3013.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3013.TW_ohlcv.csv
3014.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3014.TW_ohlcv.csv
3015.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3015.TW_ohlcv.csv
3016.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3016.TW_ohlcv.csv
3017.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3017.TW_ohlcv.csv
3019.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3019.TW_ohlcv.csv
3021.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3021.TW_ohlcv.csv
3022.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3022.TW_ohlcv.csv
3023.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3023.TW_ohlcv.csv
3024.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3024.TW_ohlcv.csv
3025.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3025.TW_ohlcv.csv
3026.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3026.TW_ohlcv.csv
3027.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3027.TW_ohlcv.csv
3028.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3028.TW_ohlcv.csv
3029.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3029.TW_ohlcv.csv
3030.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3030.TW_ohlcv.csv
3031.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3031.TW_ohlcv.csv
3032.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3032.TW_ohlcv.csv
3033.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3033.TW_ohlcv.csv
3034.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3034.TW_ohlcv.csv
3035.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3035.TW_ohlcv.csv
3036.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3036.TW_ohlcv.csv
3037.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3037.TW_ohlcv.csv
3038.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3038.TW_ohlcv.csv
3040.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3040.TW_ohlcv.csv
3041.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3041.TW_ohlcv.csv
3042.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3042.TW_ohlcv.csv
3043.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3043.TW_ohlcv.csv
3044.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3044.TW_ohlcv.csv
3045.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3045.TW_ohlcv.csv
3046.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3046.TW_ohlcv.csv
3047.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3047.TW_ohlcv.csv
3048.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3048.TW_ohlcv.csv
3049.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3049.TW_ohlcv.csv
3050.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3050.TW_ohlcv.csv
3051.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3051.TW_ohlcv.csv
3052.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3052.TW_ohlcv.csv
3054.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3054.TW_ohlcv.csv
3055.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3055.TW_ohlcv.csv
3056.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3056.TW_ohlcv.csv
3057.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3057.TW_ohlcv.csv
3058.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3058.TW_ohlcv.csv
3059.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3059.TW_ohlcv.csv
3060.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3060.TW_ohlcv.csv
3062.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3062.TW_ohlcv.csv
3090.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3090.TW_ohlcv.csv
3092.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3092.TW_ohlcv.csv
3094.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3094.TW_ohlcv.csv
3130.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3130.TW_ohlcv.csv
3135.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3135.TW_ohlcv.csv
3138.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3138.TW_ohlcv.csv
3149.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3149.TW_ohlcv.csv
3150.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3150.TW_ohlcv.csv
3164.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3164.TW_ohlcv.csv
3167.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3167.TW_ohlcv.csv
3168.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3168.TW_ohlcv.csv
3189.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3189.TW_ohlcv.csv
3209.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3209.TW_ohlcv.csv
3229.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3229.TW_ohlcv.csv
3231.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3231.TW_ohlcv.csv
3257.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3257.TW_ohlcv.csv
3266.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3266.TW_ohlcv.csv
3296.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3296.TW_ohlcv.csv
3305.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3305.TW_ohlcv.csv
3308.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3308.TW_ohlcv.csv
3311.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3311.TW_ohlcv.csv
3312.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3312.TW_ohlcv.csv
3321.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3321.TW_ohlcv.csv
3338.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3338.TW_ohlcv.csv
3346.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3346.TW_ohlcv.csv
3356.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3356.TW_ohlcv.csv
3376.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3376.TW_ohlcv.csv
3380.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3380.TW_ohlcv.csv
3406.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3406.TW_ohlcv.csv
3413.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3413.TW_ohlcv.csv
3416.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3416.TW_ohlcv.csv
3419.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3419.TW_ohlcv.csv
3432.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3432.TW_ohlcv.csv
3437.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3437.TW_ohlcv.csv
3443.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3443.TW_ohlcv.csv
3447.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3447.TW_ohlcv.csv
3450.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3450.TW_ohlcv.csv
3481.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3481.TW_ohlcv.csv
3494.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3494.TW_ohlcv.csv
3501.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3501.TW_ohlcv.csv
3504.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3504.TW_ohlcv.csv
3515.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3515.TW_ohlcv.csv
3518.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3518.TW_ohlcv.csv
3528.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3528.TW_ohlcv.csv
3530.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3530.TW_ohlcv.csv
3532.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3532.TW_ohlcv.csv
3533.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3533.TW_ohlcv.csv
3535.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3535.TW_ohlcv.csv
3543.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3543.TW_ohlcv.csv
3545.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3545.TW_ohlcv.csv
3550.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3550.TW_ohlcv.csv
3557.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3557.TW_ohlcv.csv
3563.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3563.TW_ohlcv.csv
3576.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3576.TW_ohlcv.csv
3583.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3583.TW_ohlcv.csv
3588.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3588.TW_ohlcv.csv
3591.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3591.TW_ohlcv.csv
3592.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3592.TW_ohlcv.csv
3593.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3593.TW_ohlcv.csv
3596.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3596.TW_ohlcv.csv
3605.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3605.TW_ohlcv.csv
3607.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3607.TW_ohlcv.csv
3617.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3617.TW_ohlcv.csv
3622.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3622.TW_ohlcv.csv
3645.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3645.TW_ohlcv.csv
3652.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3652.TW_ohlcv.csv
3653.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3653.TW_ohlcv.csv
3661.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3661.TW_ohlcv.csv
3665.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3665.TW_ohlcv.csv
3669.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3669.TW_ohlcv.csv
3673.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3673.TW_ohlcv.csv
3679.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3679.TW_ohlcv.csv
3686.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3686.TW_ohlcv.csv
3694.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3694.TW_ohlcv.csv
3701.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3701.TW_ohlcv.csv
3702.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3702.TW_ohlcv.csv
3703.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3703.TW_ohlcv.csv
3704.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3704.TW_ohlcv.csv
3705.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3705.TW_ohlcv.csv
3706.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3706.TW_ohlcv.csv
3708.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3708.TW_ohlcv.csv
3711.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3711.TW_ohlcv.csv
3712.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3712.TW_ohlcv.csv
3714.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3714.TW_ohlcv.csv
3715.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3715.TW_ohlcv.csv
3716.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\3716.TW_ohlcv.csv
4104.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4104.TW_ohlcv.csv
4106.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4106.TW_ohlcv.csv
4108.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4108.TW_ohlcv.csv
4119.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4119.TW_ohlcv.csv
4133.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4133.TW_ohlcv.csv
4137.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4137.TW_ohlcv.csv
4142.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4142.TW_ohlcv.csv
4148.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4148.TW_ohlcv.csv
4155.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4155.TW_ohlcv.csv
4164.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4164.TW_ohlcv.csv
4190.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4190.TW_ohlcv.csv
4306.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4306.TW_ohlcv.csv
4414.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4414.TW_ohlcv.csv
4426.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4426.TW_ohlcv.csv
4438.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4438.TW_ohlcv.csv
4439.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4439.TW_ohlcv.csv
4440.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4440.TW_ohlcv.csv
4441.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4441.TW_ohlcv.csv
4526.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4526.TW_ohlcv.csv
4532.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4532.TW_ohlcv.csv
4536.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4536.TW_ohlcv.csv
4540.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4540.TW_ohlcv.csv
4545.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4545.TW_ohlcv.csv
4551.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4551.TW_ohlcv.csv
4552.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4552.TW_ohlcv.csv
4555.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4555.TW_ohlcv.csv
4557.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4557.TW_ohlcv.csv
4560.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4560.TW_ohlcv.csv
4562.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4562.TW_ohlcv.csv
4564.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4564.TW_ohlcv.csv
4566.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4566.TW_ohlcv.csv
4569.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4569.TW_ohlcv.csv
4571.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4571.TW_ohlcv.csv
4572.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4572.TW_ohlcv.csv
4576.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4576.TW_ohlcv.csv
4581.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4581.TW_ohlcv.csv
4583.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4583.TW_ohlcv.csv
4585.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4585.TW_ohlcv.csv
4588.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4588.TW_ohlcv.csv
4590.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4590.TW_ohlcv.csv
4720.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4720.TW_ohlcv.csv
4722.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4722.TW_ohlcv.csv
4736.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4736.TW_ohlcv.csv
4737.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4737.TW_ohlcv.csv
4739.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4739.TW_ohlcv.csv
4746.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4746.TW_ohlcv.csv
4755.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4755.TW_ohlcv.csv
4763.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4763.TW_ohlcv.csv
4764.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4764.TW_ohlcv.csv
4766.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4766.TW_ohlcv.csv
4770.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4770.TW_ohlcv.csv
4771.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4771.TW_ohlcv.csv
4807.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4807.TW_ohlcv.csv
4904.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4904.TW_ohlcv.csv
4906.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4906.TW_ohlcv.csv
4912.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4912.TW_ohlcv.csv
4915.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4915.TW_ohlcv.csv
4916.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4916.TW_ohlcv.csv
4919.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4919.TW_ohlcv.csv
4927.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4927.TW_ohlcv.csv
4930.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4930.TW_ohlcv.csv
4934.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4934.TW_ohlcv.csv
4935.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4935.TW_ohlcv.csv
4938.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4938.TW_ohlcv.csv
4942.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4942.TW_ohlcv.csv
4949.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4949.TW_ohlcv.csv
4952.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4952.TW_ohlcv.csv
4956.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4956.TW_ohlcv.csv
4958.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4958.TW_ohlcv.csv
4960.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4960.TW_ohlcv.csv
4961.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4961.TW_ohlcv.csv
4967.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4967.TW_ohlcv.csv
4968.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4968.TW_ohlcv.csv
4976.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4976.TW_ohlcv.csv
4977.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4977.TW_ohlcv.csv
4989.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4989.TW_ohlcv.csv
4994.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4994.TW_ohlcv.csv
4999.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\4999.TW_ohlcv.csv
5007.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5007.TW_ohlcv.csv
5203.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5203.TW_ohlcv.csv
5215.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5215.TW_ohlcv.csv
5222.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5222.TW_ohlcv.csv
5225.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5225.TW_ohlcv.csv
5234.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5234.TW_ohlcv.csv
5243.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5243.TW_ohlcv.csv
5244.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5244.TW_ohlcv.csv
5258.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5258.TW_ohlcv.csv
5269.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5269.TW_ohlcv.csv
5283.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5283.TW_ohlcv.csv
5284.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5284.TW_ohlcv.csv
5285.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5285.TW_ohlcv.csv
5288.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5288.TW_ohlcv.csv
5292.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5292.TW_ohlcv.csv
5306.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5306.TW_ohlcv.csv
5388.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5388.TW_ohlcv.csv
5434.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5434.TW_ohlcv.csv
5469.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5469.TW_ohlcv.csv
5471.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5471.TW_ohlcv.csv
5484.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5484.TW_ohlcv.csv
5515.TW,3y,1d,yfinance,C:\test\test-2026-3-22OK\data\kline_cache\5515.TW_ohlcv.csv
