Ticker SYMBOL,資料年月日,毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),營業現金流,預估殖利率(%),負債比率(%),本業獲利比(%)
2316.TW,2025-09-30,-0.31,-13.67,5.19,8.08,96.69,-100617000.0,50.0,32.81,-10.9
2317.TW,2025-12-31,5.88,3.28,,2.29,1.73,276388198000.0,301.0,61.39,104.02
2317.TW,2025-09-30,6.35,3.43,4.08,3.17,2.8,-71411309000.0,301.0,62.78,81.18
2321.TW,2025-12-31,29.8,-4.96,,-1.91,-4.85,-7450000.0,,63.77,91.5
2321.TW,2025-06-30,30.54,2.06,0.05,0.36,0.8,9526000.0,,65.16,125.49
2323.TW,2025-12-31,23.42,-1.0,,6.73,68.8,841179000.0,275.0,32.04,-1.21
2323.TW,2025-09-30,23.29,2.24,0.83,5.02,48.75,-589194000.0,275.0,36.79,4.39
2324.TW,2025-12-31,5.82,1.38,,0.95,0.74,-8184798000.0,401.0,66.35,104.77
2324.TW,2025-09-30,5.67,1.43,0.45,1.38,1.04,9709445000.0,401.0,66.22,83.06
2327.TW,2025-12-31,37.3,24.3,,3.88,18.77,10328589000.0,203.0,55.48,100.38
2327.TW,2025-09-30,36.19,22.97,3.09,3.99,19.21,8127237000.0,203.0,55.89,92.54
2328.TW,2025-12-31,12.48,4.06,,1.03,3.57,209185000.0,248.0,28.28,83.65
2328.TW,2025-09-30,12.84,5.39,0.33,1.07,3.22,714406000.0,248.0,29.7,81.14
2329.TW,2025-12-31,15.35,8.18,,3.62,7.84,818913000.0,199.0,46.15,87.63
2329.TW,2025-06-30,14.97,7.98,0.52,3.47,7.36,63746000.0,199.0,45.1,102.74
2330.TW,2025-12-31,62.33,54.0,19.5,9.26,48.35,725508787000.0,133.0,31.16,95.36
2330.TW,2025-09-30,59.45,50.58,,8.98,45.69,426829081000.0,133.0,31.53,95.3
2331.TW,2025-12-31,9.91,-0.28,,-0.14,-0.27,27209000.0,100.0,52.85,158.74
2331.TW,2025-09-30,9.58,0.48,0.51,2.56,5.09,56051000.0,100.0,51.75,8.01
2332.TW,2025-12-31,23.5,-6.16,,-2.33,-7.3,-235260000.0,66.0,32.04,138.87
2332.TW,2025-09-30,25.84,0.11,0.02,0.13,0.4,-199147000.0,66.0,31.37,2.84
2337.TW,2025-12-31,24.17,-5.08,,-0.64,-3.82,2557935000.0,,41.65,129.71
2337.TW,2025-06-30,15.65,-15.87,-0.69,-3.0,-18.77,768671000.0,,45.13,76.66
2338.TW,2025-12-31,5.4,-14.33,,-8.34,-26.47,153087000.0,,75.14,40.03
2338.TW,2025-09-30,7.11,-11.06,-0.61,-3.41,-10.92,541208000.0,,74.52,81.25
2340.TW,2025-12-31,-9.53,-33.02,,-4.25,-28.23,310313000.0,,51.93,115.43
2340.TW,2025-06-30,3.15,-22.63,-0.86,-5.12,-32.73,-77082000.0,,50.44,64.52
2342.TW,2025-12-31,9.49,-12.76,,-1.76,-9.26,37265000.0,107.0,25.13,137.72
2342.TW,2025-09-30,10.24,-9.02,-0.03,-0.19,-0.91,-29601000.0,107.0,25.81,991.23
2344.TW,2025-12-31,41.86,15.57,,3.0,12.85,5516320000.0,54.0,40.62,103.2
2344.TW,2025-06-30,22.66,-6.04,-0.29,-1.39,-6.24,2437395000.0,54.0,47.48,69.84
2347.TW,2025-12-31,4.26,2.78,,3.32,2.19,-13153180000.0,517.0,61.72,93.07
2347.TW,2025-09-30,4.11,2.31,1.54,3.34,2.56,7111914000.0,517.0,62.78,63.3
2345.TW,2025-12-31,17.9,12.63,,14.5,11.6,10088526000.0,69.0,59.76,88.17
2345.TW,2025-06-30,17.93,13.41,8.96,12.81,8.3,2230849000.0,69.0,65.25,122.87
2349.TW,2025-12-31,17.24,-2.29,,-0.13,-0.77,311053000.0,,48.48,166.3
2349.TW,2025-09-30,9.86,-4.78,-0.12,-0.91,-4.32,216831000.0,,47.97,2077.75
2348.TW,2025-12-31,34.04,22.47,,4.66,16.69,104856000.0,1125.0,78.06,95.38
2348.TW,2025-09-30,33.45,20.52,0.36,0.57,4.66,222458000.0,1125.0,79.22,197.11
2351.TW,2025-12-31,15.8,6.88,,2.0,5.64,704243000.0,251.0,42.86,89.63
2351.TW,2025-09-30,12.43,4.08,0.46,1.24,3.44,431119000.0,251.0,42.48,81.55
2352.TW,2025-12-31,17.06,1.59,,0.09,0.1,2935024000.0,1523.0,70.55,185.14
2352.TW,2025-09-30,16.89,1.76,0.15,0.44,0.48,2869297000.0,1523.0,71.4,114.51
2353.TW,2025-12-31,11.56,2.51,,1.09,1.44,-540195000.0,481.0,61.42,85.61
2353.TW,2025-06-30,10.11,1.1,0.36,1.43,1.63,1314218000.0,481.0,66.06,40.8
2354.TW,2025-12-31,4.22,2.15,,0.85,2.12,-1050832000.0,272.0,32.67,68.07
2354.TW,2025-09-30,3.62,1.41,0.62,0.86,2.08,6511702000.0,272.0,35.83,49.62
2356.TW,2025-12-31,5.21,1.48,,2.71,1.21,17770468000.0,416.0,76.95,92.62
2356.TW,2025-09-30,5.04,1.74,0.76,3.87,1.55,2735454000.0,416.0,79.52,72.78
2355.TW,2025-12-31,13.97,5.59,,1.47,6.37,219644000.0,358.0,28.54,67.09
2355.TW,2025-09-30,8.59,0.53,0.19,0.45,1.92,392167000.0,358.0,28.01,15.66
2357.TW,2025-12-31,15.94,4.71,,3.83,5.62,22926790000.0,613.0,52.89,73.27
2357.TW,2025-09-30,14.33,5.09,14.15,3.71,5.27,-17040746000.0,613.0,51.75,75.07
2359.TW,2025-12-31,24.1,1.99,,3.11,18.24,79528000.0,93.0,37.92,8.06
2359.TW,2025-09-30,24.28,0.57,1.02,2.9,19.01,388824000.0,93.0,39.02,2.41
2360.TW,2025-12-31,60.8,34.63,,7.83,29.72,2393257000.0,59.0,30.94,87.19
2360.TW,2025-09-30,59.83,28.68,11.92,16.85,79.04,122766000.0,59.0,30.35,33.58
2362.TW,2025-12-31,20.8,5.62,,0.65,5.46,2260352000.0,673.0,56.99,96.41
2362.TW,2025-09-30,20.37,5.56,1.54,2.19,16.19,217570000.0,673.0,57.78,33.33
2363.TW,2025-12-31,27.33,-2.92,,0.2,4.53,215137000.0,108.0,9.97,-59.74
2363.TW,2025-09-30,27.13,3.3,0.26,0.77,15.03,200830000.0,108.0,6.23,18.89
2364.TW,2025-12-31,39.87,7.85,,6.84,16.2,35696000.0,,46.59,47.38
2364.TW,2025-09-30,41.95,16.47,1.8,12.53,23.68,108634000.0,,54.82,70.06
2367.TW,2025-12-31,8.85,-4.91,,-0.17,-0.57,189262000.0,98.0,48.15,1272.08
2367.TW,2025-09-30,9.87,-2.15,0.02,0.11,0.36,338897000.0,98.0,46.03,-442.95
2365.TW,2025-12-31,39.89,3.93,,0.69,8.77,31329000.0,197.0,12.63,34.09
2365.TW,2025-09-30,41.69,10.97,0.2,1.44,17.49,45109000.0,197.0,12.53,52.85
2369.TW,2025-12-31,2.66,-3.15,,-0.51,-1.64,171553000.0,103.0,34.46,165.35
2369.TW,2025-09-30,-4.02,-10.35,-0.33,-2.43,-8.35,-30697000.0,103.0,32.39,115.97
2368.TW,2025-12-31,33.66,24.3,,8.75,17.86,420347000.0,66.0,55.8,93.14
2368.TW,2025-09-30,35.56,26.28,6.45,11.99,18.26,-251406000.0,66.0,56.21,98.24
2371.TW,2025-12-31,16.12,3.04,,-23.05,-93.56,1552720000.0,984.0,62.87,-3.29
2371.TW,2025-09-30,16.1,4.41,0.28,0.93,4.53,673730000.0,984.0,55.44,66.02
2373.TW,2025-12-31,42.69,8.53,,2.79,8.98,656175000.0,661.0,50.73,68.46
2373.TW,2025-09-30,46.13,8.56,1.0,2.79,8.19,242975000.0,661.0,52.7,91.29
2374.TW,2025-12-31,21.67,8.3,,3.6,8.97,258450000.0,90.0,32.96,75.99
2374.TW,2025-09-30,24.74,9.64,0.88,3.58,10.41,-248232000.0,90.0,30.93,78.51
2375.TW,2025-12-31,19.39,7.43,,1.05,7.77,161403000.0,207.0,32.18,63.89
2375.TW,2025-09-30,20.07,8.95,1.35,1.55,10.25,63967000.0,207.0,31.21,62.36
2376.TW,2025-12-31,10.28,4.5,,4.85,3.32,3184837000.0,439.0,60.8,99.31
2376.TW,2025-09-30,9.91,4.21,4.32,5.34,3.84,-2802905000.0,439.0,60.74,82.62
2377.TW,2025-12-31,11.11,2.65,,2.99,2.83,1167584000.0,573.0,54.86,81.88
2377.TW,2025-09-30,11.26,3.16,2.0,3.25,2.94,709583000.0,573.0,57.48,92.55
2379.TW,2025-12-31,48.08,8.81,,5.08,10.1,1972447000.0,523.0,59.81,77.58
2379.TW,2025-09-30,49.68,10.57,6.66,7.23,11.63,6950660000.0,523.0,63.47,77.09
2380.TW,2025-12-31,24.41,-1.5,,-10.69,-7.55,78894000.0,,77.52,24.95
2380.TW,2025-09-30,24.57,-0.34,-0.26,-12.88,-7.18,-17983000.0,,81.3,4.51
2382.TW,2025-12-31,6.33,3.76,,8.68,3.48,-86943707000.0,457.0,80.96,87.41
2382.TW,2025-09-30,6.85,3.71,4.15,7.29,3.32,34540918000.0,457.0,78.58,87.88
2383.TW,2025-12-31,28.58,19.77,,7.41,14.99,6340716000.0,60.0,53.26,106.65
2383.TW,2025-06-30,30.34,20.64,9.62,9.56,15.45,1183125000.0,60.0,58.46,103.99
2385.TW,2025-12-31,16.76,6.66,,1.44,3.27,1928381000.0,595.0,48.23,131.19
2385.TW,2025-09-30,19.05,9.6,2.84,4.29,8.41,1043455000.0,595.0,51.35,85.54
2387.TW,2025-12-31,13.53,3.69,,1.51,4.04,407100000.0,1013.0,42.01,58.42
2387.TW,2025-09-30,14.54,6.68,1.38,2.45,5.19,706664000.0,1013.0,44.38,88.5
2388.TW,2025-12-31,20.64,-8.17,,2.98,22.29,2491501000.0,39.0,36.58,-34.17
2388.TW,2025-09-30,18.56,-15.34,0.04,0.1,0.9,-105439000.0,39.0,34.97,-1094.0
2390.TW,2025-12-31,19.09,-7.49,,-1.77,-24.3,4567000.0,,14.21,31.57
2390.TW,2025-09-30,21.79,-4.77,-0.13,-1.03,-15.41,22611000.0,,12.23,33.0
2392.TW,2025-12-31,-1.63,-10.64,,-3.36,-3.25,5396555000.0,735.0,79.6,77.29
2392.TW,2025-09-30,-23.13,-32.17,-2.98,-5.11,-5.22,-1935071000.0,735.0,79.07,104.07
2393.TW,2025-12-31,30.24,10.92,,2.73,12.1,790580000.0,773.0,30.71,79.58
2393.TW,2025-09-30,31.54,12.88,1.28,2.92,11.62,589156000.0,773.0,31.87,82.03
2395.TW,2025-12-31,39.78,15.77,,5.64,17.32,903397000.0,259.0,27.3,76.78
2395.TW,2025-06-30,39.99,17.34,2.28,4.15,11.15,490082000.0,259.0,35.5,124.1
2397.TW,2025-12-31,25.36,4.22,,0.03,0.07,217766000.0,636.0,53.85,-199.77
2397.TW,2025-06-30,26.15,6.98,0.88,1.83,3.5,394785000.0,636.0,52.72,109.65
2399.TW,2025-12-31,8.4,-12.64,,2.05,14.13,-59303000.0,,16.17,-69.45
2399.TW,2025-09-30,6.53,-7.23,0.17,1.41,6.52,-60304000.0,,14.61,-88.71
2401.TW,2025-12-31,45.66,-9.0,,-0.6,-4.22,193022000.0,,24.34,-701.6
2401.TW,2025-09-30,45.89,-2.14,-0.14,-0.77,-5.19,328890000.0,,23.51,-137.48
2402.TW,2025-12-31,19.8,9.39,,2.53,6.88,145390000.0,374.0,51.87,111.19
2402.TW,2025-06-30,19.94,9.14,0.68,3.43,7.38,394177000.0,374.0,52.09,96.82
2404.TW,2025-12-31,17.19,13.89,,14.02,12.86,10858630000.0,338.0,76.06,84.51
2404.TW,2025-09-30,20.18,16.71,16.02,19.03,15.79,7154362000.0,338.0,76.93,84.2
2406.TW,2025-12-31,11.28,-2.45,,-0.01,-0.03,-267076000.0,,49.11,-73.73
2406.TW,2025-09-30,12.5,-4.97,-0.15,-0.64,-3.2,-327539000.0,,48.69,108.67
2405.TW,2025-12-31,27.81,-9.57,,-0.48,-3.79,-1039000.0,112.0,18.11,170.76
2405.TW,2025-09-30,38.264163,-3.629661,-0.00159,-0.015131,-0.122356,23260000.0,108.0,18.329207,-507.107076
2408.TW,2025-12-31,49.05,39.15,,6.5,36.86,15504732000.0,,18.19,88.04
2408.TW,2025-06-30,-20.56,-42.75,-1.32,-2.65,-38.97,-876099000.0,,24.09,88.23
2409.TW,2025-12-31,10.73,-2.7,,1.76,4.11,2926504000.0,715.0,57.11,-65.54
2409.TW,2025-09-30,9.57,-2.58,-0.17,-0.82,-1.83,3084253000.0,715.0,58.81,169.08
2412.TW,2025-12-31,33.3,17.6,,2.32,14.25,31988817000.0,373.0,25.21,94.4
2412.TW,2025-09-30,36.79,21.0,1.22,2.42,16.39,16173819000.0,373.0,23.91,98.7
2413.TW,2025-12-31,17.05,3.38,,4.21,9.66,133374000.0,,51.61,28.76
2413.TW,2025-09-30,15.16,3.1,0.69,4.73,9.8,263175000.0,,54.09,26.17
2415.TW,2025-12-31,25.38,12.69,,1.3,6.46,113597000.0,401.0,68.79,108.74
2415.TW,2025-09-30,29.98,21.52,0.66,2.03,9.54,-575798000.0,401.0,70.53,105.82
2414.TW,2025-12-31,8.1,2.32,,2.89,1.85,386656000.0,583.0,57.54,90.94
2414.TW,2025-09-30,7.72,2.67,0.79,3.03,1.69,241822000.0,583.0,60.43,107.51
2419.TW,2025-12-31,21.56,4.63,,-0.99,-2.38,283014000.0,,44.44,184.64
2419.TW,2025-06-30,14.0,-0.1,-0.21,-1.16,-2.83,-540891000.0,,44.35,5.23
2417.TW,2025-12-31,56.31,8.46,,2.04,9.13,96044000.0,59.0,31.82,58.35
2417.TW,2025-09-30,55.47,0.53,0.17,0.57,2.61,-11231000.0,59.0,31.64,6.63
2420.TW,2025-12-31,49.3,36.0,,4.54,34.55,107589000.0,690.0,28.76,83.07
2420.TW,2025-09-30,44.27,25.19,0.97,3.94,28.15,223463000.0,690.0,30.97,71.05
2421.TW,2025-12-31,32.82,16.55,,7.03,12.71,1327963000.0,301.0,49.0,101.58
2421.TW,2025-09-30,,,2.54,,,,301.0,,
2424.TW,2025-12-31,27.86,-42.53,,-0.86,-5.23,9939000.0,,32.33,2144.82
2424.TW,2025-09-30,-6.17,-130.66,-0.6,-10.99,-114.19,-17898000.0,,31.48,105.88
2423.TW,2025-12-31,51.76,17.92,,4.54,15.64,238871000.0,421.0,20.71,100.87
2423.TW,2025-09-30,51.9,15.97,0.79,4.13,16.23,-22668000.0,421.0,24.59,76.46
2425.TW,2025-12-31,8.5,0.95,,2.1,7.83,-162280000.0,58.0,42.96,16.43
2425.TW,2025-09-30,7.3,-0.01,0.47,1.68,5.93,170416000.0,58.0,38.57,-0.17
2426.TW,2025-12-31,10.78,-2.92,,-0.6,-4.41,110223000.0,26.0,18.66,318.13
2426.TW,2025-09-30,10.55,-5.47,-0.11,-0.84,-5.74,14538000.0,26.0,20.5,152.24
2428.TW,2025-12-31,39.1,22.22,,3.77,21.24,779444000.0,407.0,31.95,79.26
2428.TW,2025-06-30,41.78,27.81,2.26,2.98,14.1,645653000.0,407.0,34.91,125.86
2427.TW,2025-12-31,16.95,3.22,,2.55,3.33,940658000.0,301.0,53.12,75.89
2427.TW,2025-09-30,38.02,4.37,0.25,1.6,5.97,364665000.0,301.0,51.81,60.97
2430.TW,2025-12-31,15.74,1.16,,0.98,1.01,-166477000.0,368.0,65.63,92.93
2430.TW,2025-09-30,14.47,0.3,0.03,0.08,0.08,588128000.0,368.0,67.64,286.79
2429.TW,2025-12-31,4.2,-23.09,,-5.26,-24.37,-72836000.0,,55.21,90.45
2429.TW,2025-09-30,1.97,-24.58,-0.23,-2.34,-16.14,-61573000.0,,48.6,183.06
2432.TW,2025-12-31,14.91,7.25,,4.79,5.95,50382000.0,640.0,30.28,95.25
2432.TW,2025-06-30,11.62,2.14,0.28,1.59,2.43,-15650000.0,640.0,35.9,71.82
2431.TW,2025-12-31,-118.71,-168.77,,-16.22,-257.97,-10030000.0,,16.13,70.56
2431.TW,2025-09-30,-9.57,-38.58,-0.2,-1.75,-25.97,-10567000.0,,11.96,148.6
2434.TW,2025-12-31,-37.47,-176.51,,-2.39,-102.09,-18204000.0,,32.99,173.15
2434.TW,2025-09-30,-17.93,-127.85,0.47,3.6,144.82,-6318000.0,,29.17,-88.29
2433.TW,2025-12-31,36.76,16.6,,2.27,13.44,325510000.0,659.0,44.01,95.74
2433.TW,2025-09-30,35.46,14.62,1.3,4.79,27.69,235048000.0,659.0,45.05,46.43
2438.TW,2025-12-31,51.08,-3.31,,-2.98,-13.11,-47398000.0,,68.73,21.01
2438.TW,2025-09-30,26.31,-29.18,-1.54,-16.48,-94.76,-93015000.0,,67.22,29.97
2436.TW,2025-12-31,30.84,3.81,,7.1,31.89,285867000.0,252.0,32.27,11.34
2436.TW,2025-09-30,28.31,4.08,1.04,5.26,22.36,-143659000.0,252.0,35.23,15.99
2439.TW,2025-12-31,11.63,3.84,,2.08,2.81,44342000.0,870.0,57.39,71.16
2439.TW,2025-06-30,11.71,2.37,0.01,0.02,0.03,-1834631000.0,870.0,57.74,520.69
2440.TW,2025-12-31,4.12,0.7,,0.21,0.37,-8715000.0,,44.25,111.52
2440.TW,2025-09-30,2.98,-0.78,-0.06,-0.65,-0.93,-150088000.0,,51.99,107.85
2441.TW,2025-12-31,19.91,15.72,,2.64,14.84,1216058000.0,353.0,13.82,85.81
2441.TW,2025-06-30,21.87,18.47,0.83,2.16,10.98,1130362000.0,353.0,20.14,128.15
2442.TW,2025-12-31,33.43,26.98,,15.93,12.53,930352000.0,38.0,69.29,99.44
2442.TW,2025-09-30,59.28,26.72,0.12,0.57,34.52,-347767000.0,38.0,80.47,70.17
2444.TW,2025-12-31,6.18,-15.64,,-4.56,-13.83,-91332000.0,,56.38,135.57
2444.TW,2025-09-30,-0.65,-22.8,-0.46,-5.72,-17.16,84848000.0,,54.23,132.85
2449.TW,2025-12-31,37.66,28.21,,4.46,22.56,6081035000.0,154.0,50.15,95.13
2449.TW,2025-09-30,36.02,26.82,1.87,4.89,24.78,4423915000.0,154.0,46.1,86.34
2451.TW,2025-12-31,61.62,55.6,,14.17,47.95,373861000.0,261.0,12.22,93.34
2451.TW,2025-06-30,34.33,24.14,0.98,2.34,13.02,54881000.0,261.0,20.01,156.53
2450.TW,2025-12-31,9.79,1.71,,2.65,1.66,279211000.0,534.0,39.69,83.41
2450.TW,2025-06-30,11.12,0.65,0.32,1.36,1.15,836437000.0,534.0,40.38,47.69
2454.TW,2025-12-31,46.13,14.54,,5.6,15.26,64520283000.0,365.0,44.98,80.43
2454.TW,2025-09-30,46.53,15.62,15.82,5.89,17.75,39180927000.0,365.0,37.7,74.06
2453.TW,2025-12-31,24.39,4.56,,4.09,3.83,931007000.0,500.0,50.19,92.38
2453.TW,2025-09-30,25.81,3.37,0.71,3.35,3.87,-454103000.0,500.0,56.34,83.35
2457.TW,2025-12-31,21.21,-6.78,,-2.46,-9.38,17371000.0,,35.79,110.53
2457.TW,2025-09-30,25.32,2.28,0.13,0.61,1.97,496930000.0,,41.7,57.65
2455.TW,2025-12-31,37.27,21.78,,5.88,20.2,263204000.0,124.0,29.55,84.98
2455.TW,2025-06-30,34.39,17.09,0.2,1.28,5.08,57041000.0,124.0,37.25,500.17
2458.TW,2025-12-31,49.29,23.06,,7.04,25.72,1000596000.0,572.0,32.86,85.91
2458.TW,2025-09-30,47.27,23.94,2.79,8.26,24.26,603905000.0,572.0,38.16,84.17
2459.TW,2025-12-31,31.69,18.08,,1.34,6.26,131103000.0,617.0,34.84,110.12
2459.TW,2025-09-30,31.81,17.95,1.63,3.0,13.79,-62416000.0,617.0,35.34,97.38
2460.TW,2025-12-31,3.88,-6.62,,-4.7,-7.45,-231886000.0,,69.65,91.36
2460.TW,2025-09-30,-9.48,-28.67,-1.46,-16.46,-32.69,154284000.0,,68.18,92.47
2461.TW,2025-12-31,18.99,-2.18,,-1.3,-3.7,-55606000.0,927.0,52.58,50.2
2461.TW,2025-09-30,20.11,1.88,0.09,0.47,1.28,-25282000.0,927.0,52.95,92.64
2462.TW,2025-12-31,10.79,-1.57,,1.05,4.2,98904000.0,373.0,37.38,-26.74
2462.TW,2025-09-30,12.8,3.58,0.51,2.72,7.53,-134708000.0,373.0,47.89,38.4
2464.TW,2025-12-31,17.62,-3.83,,-1.07,-3.17,857197000.0,53.0,55.68,118.27
2464.TW,2025-09-30,,,,,,,53.0,,
2466.TW,2025-12-31,-4.21,-54.52,,-6.32,-108.63,156061000.0,,53.13,79.44
2466.TW,2025-09-30,1.63,-18.75,2.25,19.14,101.49,-41229000.0,,52.2,-18.54
2465.TW,2025-12-31,10.44,2.67,,2.68,3.14,95760000.0,,27.52,57.56
2465.TW,2025-09-30,4.77,1.7,-0.42,-6.24,-1.86,-196493000.0,,61.95,-328.57
2467.TW,2025-09-30,44.23,11.09,1.4,3.7,13.77,51847000.0,128.0,56.68,59.38
2467.TW,2025-06-30,41.77,18.66,1.37,4.61,13.72,24676000.0,128.0,60.48,105.36
2468.TW,2025-12-31,11.41,4.34,,2.62,5.22,-1829000.0,267.0,46.67,70.47
2468.TW,2025-09-30,11.11,3.89,0.27,1.52,3.09,109411000.0,267.0,47.48,100.22
2471.TW,2025-09-30,48.86,20.13,1.3,7.25,25.19,68431000.0,605.0,40.6,65.43
2471.TW,2025-06-30,40.94,16.66,0.1,0.6,2.02,38503000.0,605.0,48.68,12710.39
2472.TW,2025-12-31,32.6,21.22,,4.23,20.21,656292000.0,236.0,24.22,54.49
2472.TW,2025-09-30,33.29,19.58,2.28,3.06,13.47,612573000.0,236.0,26.05,81.52
2476.TW,2025-12-31,32.99,19.52,,3.7,17.57,199864000.0,417.0,27.19,77.08
2476.TW,2025-06-30,30.38,16.65,0.04,0.1,0.45,273396000.0,417.0,31.58,305.1
2474.TW,2025-12-31,33.0,13.69,,1.63,54.51,948110000.0,603.0,35.88,19.77
2474.TW,2025-06-30,30.46,17.79,-1.6,-0.75,-20.25,637097000.0,603.0,35.53,-117.34
2478.TW,2025-12-31,24.27,12.13,,1.83,9.52,165510000.0,316.0,30.0,96.51
2478.TW,2025-06-30,21.76,11.51,0.61,1.32,6.15,216090000.0,316.0,30.74,210.84
2477.TW,2025-12-31,21.48,2.09,,0.34,2.52,78899000.0,583.0,45.43,191.22
2477.TW,2025-09-30,28.43,11.16,0.61,2.24,13.61,37625000.0,583.0,45.47,65.43
2480.TW,2025-12-31,24.08,10.74,,6.24,10.03,-119064000.0,534.0,56.34,89.26
2480.TW,2025-06-30,23.35,12.11,1.91,6.62,9.34,386587000.0,534.0,57.66,102.43
2481.TW,2025-12-31,32.67,8.29,,2.23,10.73,751552000.0,189.0,45.37,57.95
2481.TW,2025-09-30,31.31,8.52,0.79,1.99,9.28,-152921000.0,189.0,47.56,62.9
2482.TW,2025-12-31,35.81,-37.78,,-1.85,-18.89,29648000.0,365.0,17.59,159.54
2482.TW,2025-09-30,51.65,-4.5,0.04,0.3,2.46,10394000.0,365.0,16.55,-97.1
2483.TW,2025-12-31,8.9,-6.13,,-0.36,-2.11,-32040000.0,144.0,38.31,343.88
2483.TW,2025-09-30,10.5,-4.8,-0.07,-0.3,-1.76,-50730000.0,144.0,37.72,321.02
2484.TW,2025-12-31,21.81,6.3,,1.63,11.0,110555000.0,231.0,19.26,44.86
2484.TW,2025-06-30,16.96,4.3,-0.11,-0.49,-2.73,26964000.0,231.0,19.06,-118.56
2485.TW,2025-12-31,15.28,1.66,,2.19,12.39,-270297000.0,,19.22,14.89
2485.TW,2025-09-30,16.71,-3.08,-0.04,-0.24,-2.05,-111332000.0,,14.89,153.24
2486.TW,2025-12-31,15.86,3.08,,0.23,0.83,268940000.0,34.0,55.75,80.45
2486.TW,2025-09-30,14.08,2.92,0.22,0.96,3.3,-307799000.0,34.0,55.79,54.96
2488.TW,2025-12-31,19.83,7.42,,2.93,11.2,161254000.0,650.0,26.22,54.91
2488.TW,2025-06-30,23.66,12.72,1.06,3.4,11.82,54411000.0,650.0,33.54,114.88
2489.TW,2025-12-31,9.15,0.67,,1.88,4.18,-318241000.0,311.0,37.0,11.02
2489.TW,2025-09-30,8.71,2.22,0.57,2.49,4.72,577946000.0,311.0,43.74,37.24
2491.TW,2025-12-31,43.42,-66.65,,5.79,158.32,45676000.0,,20.68,-43.04
2491.TW,2025-09-30,23.68,-84.17,1.07,6.98,202.92,-83572000.0,,17.46,-31.36
2492.TW,2025-12-31,18.27,6.37,,1.39,9.94,925152000.0,211.0,39.87,39.08
2492.TW,2025-06-30,16.99,5.81,-0.44,-0.41,-2.25,732134000.0,211.0,44.88,-244.47
2493.TW,2025-12-31,29.23,16.62,,4.67,15.28,345045000.0,386.0,39.8,80.33
2493.TW,2025-09-30,30.54,17.28,1.36,5.63,18.47,134035000.0,386.0,39.82,76.4
2495.TW,2025-12-31,43.31,8.93,,4.05,54.2,56921000.0,406.0,37.73,16.42
2495.TW,2025-09-30,39.52,1.18,0.74,4.62,70.01,-53484000.0,406.0,37.29,1.56
2496.TW,2025-12-31,53.41,15.21,,3.75,14.41,137821000.0,685.0,40.07,87.06
2496.TW,2025-09-30,55.57,19.99,2.08,4.65,17.03,-61277000.0,685.0,38.02,93.97
2497.TW,2025-12-31,25.76,10.55,,4.44,9.26,262061000.0,384.0,45.72,78.06
2497.TW,2025-09-30,24.53,9.58,0.9,4.92,9.08,403472000.0,384.0,48.1,77.76
2498.TW,2025-12-31,34.44,-79.17,,-2.09,-71.3,-590071000.0,,30.84,127.85
2498.TW,2025-09-30,35.2,-119.21,3.85,12.13,452.74,-427964000.0,,30.16,-24.6
2501.TW,2025-12-31,26.51,17.3,,3.25,12.24,4218577000.0,448.0,63.83,111.45
2501.TW,2025-09-30,28.38,14.24,0.53,1.96,14.57,96454000.0,448.0,65.67,84.86
2504.TW,2025-12-31,27.76,22.93,,3.52,17.39,1864337000.0,785.0,39.27,104.21
2504.TW,2025-09-30,29.19,24.23,0.87,3.78,18.44,1430476000.0,785.0,39.75,101.11
2506.TW,2025-12-31,46.24,-11.23,,-0.12,-5.19,-64756000.0,225.0,33.61,-6516.0
2506.TW,2025-09-30,28.06,-8.29,0.07,0.26,6.46,143378000.0,225.0,33.39,-29.02
2505.TW,2025-12-31,25.71,14.43,,2.83,17.28,678207000.0,,51.28,79.43
2505.TW,2025-09-30,28.23,20.97,0.84,2.96,22.36,734644000.0,,52.54,88.63
2511.TW,2025-12-31,22.94,6.89,,0.79,6.1,396509000.0,373.0,44.97,100.23
2511.TW,2025-09-30,27.54,2.29,0.06,0.4,4.78,1025825000.0,373.0,44.69,37.94
2509.TW,2025-12-31,51.11,-36.65,,-0.99,-59.43,-422527000.0,,69.15,63.41
2509.TW,2025-09-30,22.52,-35.46,-0.03,-0.18,-12.43,-576832000.0,,66.9,404.02
2514.TW,2025-12-31,13.23,5.18,,0.71,2.71,397861000.0,,46.02,98.99
2514.TW,2025-09-30,12.25,4.3,0.63,1.09,3.79,169112000.0,,47.29,69.55
2515.TW,2025-12-31,9.34,5.82,,0.99,3.71,1064829000.0,,66.44,136.72
2515.TW,2025-09-30,6.31,3.65,0.09,0.6,2.76,-165765000.0,,66.14,106.05
2520.TW,2025-12-31,23.17,15.07,,1.79,7.93,64005000.0,970.0,54.44,104.12
2520.TW,2025-09-30,19.57,11.48,0.57,1.18,5.54,939817000.0,970.0,55.3,101.23
2516.TW,2025-12-31,6.67,4.3,,7.19,5.03,809628000.0,,74.27,84.48
2516.TW,2025-09-30,2.94,1.55,0.19,2.31,1.67,303231000.0,,75.31,93.11
2524.TW,2025-12-31,49.53,17.59,,-0.04,-1.93,85194000.0,,47.3,-512.68
2524.TW,2025-09-30,52.58,33.65,0.21,0.37,15.52,-574095000.0,,47.2,215.58
