Ticker SYMBOL,資料年月日,毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),營業現金流,預估殖利率(%),負債比率(%),本業獲利比(%)
6415.TW,2025-09-30,50.29,12.77,1.73,1.92,14.28,315661000.0,93.0,13.17,75.62
6426.TW,2025-12-31,35.98,8.38,,1.28,8.25,66850000.0,32.0,11.39,64.15
6426.TW,2025-09-30,42.46,14.26,0.7,3.02,20.06,19147000.0,32.0,10.46,71.07
6416.TW,2025-12-31,22.2,8.23,,2.74,8.71,25200000.0,371.0,37.22,76.7
6416.TW,2025-09-30,22.72,7.26,1.06,2.15,8.05,36128000.0,371.0,33.3,70.55
6431.TW,2025-12-31,20.91,-30.99,,-10.49,-53.41,-15319000.0,,51.12,65.99
6431.TW,2025-09-30,12.97,-61.2,-0.43,-6.89,-62.43,-101086000.0,,46.88,98.3
6438.TW,2025-12-31,22.86,5.32,,1.61,5.5,43522000.0,343.0,43.04,93.85
6438.TW,2025-09-30,19.84,7.6,0.91,1.38,4.47,-194690000.0,343.0,43.75,167.27
6442.TW,2025-12-31,57.57,26.94,,10.69,24.4,1264331000.0,43.0,49.04,85.56
6442.TW,2025-09-30,60.37,22.31,6.76,12.93,21.07,675519000.0,43.0,55.1,80.56
6443.TW,2025-12-31,-217.48,-539.93,,-61.05,-596.13,221141000.0,,45.03,98.7
6443.TW,2025-09-30,-98.64,-122.31,-1.21,-10.58,-181.7,57612000.0,,35.99,76.07
6446.TW,2025-12-31,88.86,31.99,,4.62,30.24,1912409000.0,16.0,14.53,77.58
6446.TW,2025-06-30,87.5,30.41,2.49,2.92,23.1,70504000.0,16.0,12.98,1143.36
6449.TW,2025-12-31,36.12,19.19,,4.61,17.79,155231000.0,209.0,43.68,84.76
6449.TW,2025-09-30,33.8,17.04,2.25,4.48,17.22,194214000.0,209.0,43.88,77.18
6451.TW,2025-12-31,20.81,9.06,,1.24,4.6,378558000.0,12.0,59.92,65.6
6451.TW,2025-09-30,23.88,7.61,1.0,1.54,6.27,-302734000.0,12.0,63.56,68.55
6456.TW,2025-12-31,5.73,-1.64,,-0.46,-0.84,-491941000.0,,54.34,231.89
6456.TW,2025-09-30,6.48,-0.92,-0.29,-0.34,-0.59,1359264000.0,,52.67,-810.78
6464.TW,2025-12-31,48.41,23.94,,0.24,1.75,329205000.0,424.0,52.9,358.42
6464.TW,2025-09-30,49.23,26.39,1.32,1.99,15.41,312926000.0,424.0,52.79,130.62
6472.TW,2025-12-31,36.46,11.47,,1.9,6.83,1229115000.0,260.0,60.92,68.86
6472.TW,2025-09-30,45.19,22.13,4.99,4.04,13.18,569503000.0,260.0,64.13,118.78
6477.TW,2025-12-31,19.1,4.84,,-0.39,-6.56,200092000.0,92.0,58.64,-70.75
6477.TW,2025-09-30,36.23,25.99,-0.01,-0.05,-0.56,130912000.0,92.0,60.03,788.75
6491.TW,2025-12-31,52.6,26.68,,3.65,22.21,615947000.0,379.0,27.44,94.02
6491.TW,2025-09-30,50.65,25.53,5.05,3.5,21.01,744857000.0,379.0,29.0,95.44
6505.TW,2025-12-31,5.67,3.69,,1.41,3.55,8243889000.0,146.0,13.26,79.05
6505.TW,2025-06-30,-3.19,-5.11,-0.79,-2.57,-5.16,6656115000.0,146.0,20.15,78.11
6504.TW,2025-12-31,14.29,4.43,,2.23,4.49,209979000.0,245.0,64.85,64.58
6504.TW,2025-09-30,12.86,3.23,0.49,1.09,2.2,218308000.0,245.0,66.95,66.19
6515.TW,2025-12-31,41.7,21.22,,7.5,21.64,241775000.0,38.0,28.74,82.93
6515.TW,2025-09-30,42.08,22.38,10.38,6.3,20.61,120096000.0,38.0,25.16,87.92
6525.TW,2025-12-31,24.48,18.19,,4.12,14.48,403699000.0,528.0,31.18,92.18
6525.TW,2025-09-30,28.33,20.71,1.84,5.48,17.2,308895000.0,528.0,32.82,90.08
6526.TW,2025-12-31,53.63,10.48,,2.56,12.19,664915000.0,262.0,23.17,77.77
6526.TW,2025-09-30,52.16,15.58,5.0,3.98,14.88,1489644000.0,262.0,24.82,91.46
6531.TW,2025-12-31,49.86,30.64,,6.19,40.98,1066055000.0,159.0,16.12,62.98
6531.TW,2025-06-30,42.25,20.38,-3.36,-5.05,-41.1,99669000.0,159.0,18.09,-39.53
6533.TW,2025-12-31,99.95,-10.46,,-0.58,-5.71,394497000.0,,29.38,118.67
6533.TW,2025-09-30,99.97,-4.83,0.17,0.19,1.81,-26812000.0,,28.07,-470.69
6534.TW,2025-12-31,80.7,12.79,,1.63,13.34,227221000.0,527.0,24.86,71.04
6534.TW,2025-06-30,82.94,35.74,0.37,1.41,8.97,262826000.0,527.0,30.01,462.15
6550.TW,2025-12-31,-1899.75,-12164.27,,-31.75,-27943.98,-592323000.0,,35.16,43.53
6550.TW,2025-09-30,-300.61,-4102.06,-0.89,-16.37,-3865.04,-596819000.0,,48.78,106.13
6541.TW,2025-12-31,-136.19,-201.86,,-7.39,-235.0,-166265000.0,,28.48,85.9
6541.TW,2025-09-30,-129.5,-228.3,-1.08,-4.56,-218.21,-221461000.0,,26.59,104.62
6552.TW,2025-12-31,-34.75,-49.66,,-52.89,-304.07,24288000.0,78.0,48.1,17.52
6552.TW,2025-06-30,-25.19,-36.35,-1.47,-5.24,-31.78,-96205000.0,78.0,36.84,91.52
6558.TW,2025-12-31,13.17,-13.73,,-3.92,-22.04,47278000.0,110.0,20.56,64.64
6558.TW,2025-06-30,20.05,-3.56,-0.49,-3.32,-16.1,38062000.0,110.0,23.51,18.85
6573.TW,2025-12-31,19.99,-5.01,,-4.41,-16.12,163252000.0,,61.44,33.66
6573.TW,2025-09-30,8.07,-17.1,2.59,28.5,110.02,223507000.0,,55.58,-15.0
6579.TW,2025-12-31,33.34,7.85,,2.3,12.12,123657000.0,454.0,19.89,49.98
6579.TW,2025-06-30,34.1,8.8,-0.17,-0.19,-0.99,-113740000.0,454.0,23.54,-1360.12
6581.TW,2025-12-31,51.57,40.46,,4.26,32.82,331589000.0,498.0,17.24,98.45
6581.TW,2025-06-30,52.78,41.7,1.88,5.05,32.8,165663000.0,498.0,17.25,103.1
6582.TW,2025-12-31,-11.39,-39.96,,-0.37,-18.71,-5010000.0,295.0,3.31,190.04
6582.TW,2025-09-30,-15.36,-39.22,0.61,1.06,45.38,161989000.0,295.0,3.36,-69.27
6585.TW,2025-12-31,34.67,20.34,,3.39,18.09,202221000.0,859.0,20.79,86.13
6585.TW,2025-06-30,30.95,13.04,0.08,0.16,0.96,185527000.0,859.0,32.59,1021.75
6589.TW,2025-12-31,34.58,-73.92,,-2.07,-47.41,613513000.0,,23.8,155.34
6589.TW,2025-09-30,14.21,-77.38,-0.2,-0.71,-26.34,-34807000.0,,18.82,295.97
6591.TW,2025-12-31,26.98,5.7,,1.4,8.22,163601000.0,387.0,36.14,48.61
6591.TW,2025-09-30,34.5,14.78,1.79,3.28,15.75,85556000.0,387.0,37.63,64.01
6592.TW,2025-12-31,58.99,36.02,,2.24,16.83,-2915156000.0,475.0,86.83,171.34
6592.TW,2025-06-30,59.71,38.0,1.45,2.23,15.05,5536644000.0,475.0,87.31,212.55
6598.TW,2025-12-31,41.68,-58.92,,-9.99,-55.17,-58938000.0,,36.49,106.9
6598.TW,2025-09-30,63.41,-31.36,-0.33,-4.89,-27.4,-19876000.0,,33.3,114.46
6605.TW,2025-12-31,32.06,16.78,,4.17,17.03,729116000.0,682.0,37.86,80.07
6605.TW,2025-09-30,25.77,11.82,3.33,2.85,12.52,1039211000.0,682.0,38.04,75.93
6614.TW,2025-12-31,13.74,6.53,,5.59,5.26,34580000.0,373.0,56.52,97.08
6614.TW,2025-09-30,12.13,3.36,0.41,2.54,2.13,457575000.0,373.0,64.58,112.96
6606.TW,2025-12-31,38.16,25.82,,2.17,16.77,-72422000.0,427.0,19.48,96.77
6606.TW,2025-09-30,43.24,24.44,0.31,2.13,16.8,-119245000.0,427.0,19.89,84.72
6641.TW,2025-09-30,32.96,0.69,0.16,0.69,2.19,-13382000.0,539.0,30.2,30.86
6641.TW,2025-06-30,32.17,0.79,-0.16,-0.43,-1.32,39951000.0,539.0,31.91,106.02
6625.TW,2025-12-31,17.01,11.93,,7.99,10.85,411880000.0,656.0,47.55,85.19
6625.TW,2025-09-30,23.28,17.69,3.09,10.44,15.13,236453000.0,656.0,50.12,94.33
6645.TW,2025-12-31,16.86,-15.17,,-5.34,-15.48,20063000.0,,49.61,95.8
6645.TW,2025-06-30,16.84,-29.74,-0.61,-6.81,-29.66,-30395000.0,,44.56,99.5
6655.TW,2025-12-31,51.82,18.59,,4.43,15.45,318879000.0,187.0,71.01,95.84
6655.TW,2025-09-30,46.67,10.93,0.79,2.46,9.12,88303000.0,187.0,71.17,94.83
6657.TW,2025-12-31,71.69,-2465.83,,-7.23,-2301.67,-19054000.0,,5.55,107.13
6657.TW,2025-09-30,78.26,-3327.62,-0.55,-4.93,-3097.85,-35383000.0,,3.67,107.42
6658.TW,2025-09-30,19.38,-2.59,0.06,0.17,0.63,-77404000.0,149.0,54.62,-1361.15
6658.TW,2025-06-30,22.22,9.76,-0.09,-0.23,-0.44,73713000.0,149.0,55.79,430.61
6666.TW,2025-12-31,64.76,-4.22,,-0.57,-3.78,96319000.0,498.0,25.13,1041.05
6666.TW,2025-09-30,65.39,11.06,0.67,1.91,12.3,20376000.0,498.0,24.4,75.99
6668.TW,2025-12-31,3.77,-22.45,,-3.99,-24.95,-7994000.0,,40.78,92.79
6668.TW,2025-06-30,21.81,-9.01,-0.07,-0.34,-2.46,115956000.0,,40.45,374.83
6669.TW,2025-12-31,7.23,5.63,,11.06,4.72,12361872000.0,217.0,63.14,94.29
6669.TW,2025-09-30,8.82,7.34,80.01,14.27,5.78,3847439000.0,217.0,65.33,96.18
6670.TW,2025-12-31,26.77,18.19,,5.88,12.44,-257355000.0,765.0,38.26,105.4
6670.TW,2025-09-30,24.07,11.86,3.48,2.91,8.24,489450000.0,765.0,34.47,92.39
6671.TW,2025-12-31,37.85,10.78,,2.43,8.15,109285000.0,852.0,20.74,86.43
6671.TW,2025-09-30,37.79,11.94,0.81,2.93,9.78,71558000.0,852.0,21.01,89.24
6672.TW,2025-12-31,32.11,10.88,,2.77,8.93,-101187000.0,259.0,28.63,101.1
6672.TW,2025-09-30,32.66,10.57,1.17,2.52,8.13,109599000.0,259.0,31.35,102.91
6674.TW,2025-12-31,34.64,10.45,,-1.12,-8.27,-72423000.0,,23.26,100.93
6674.TW,2025-09-30,34.63,-10.47,-0.19,-1.42,-8.19,-36263000.0,,27.74,127.83
6689.TW,2025-12-31,12.24,2.61,,2.48,2.55,70203000.0,270.0,47.78,82.85
6689.TW,2025-09-30,9.61,0.19,0.31,0.71,0.71,101519000.0,270.0,50.52,19.08
6691.TW,2025-12-31,19.47,16.92,,12.9,14.04,-113787000.0,285.0,61.15,95.11
6691.TW,2025-09-30,17.68,15.33,6.1,11.21,13.25,380631000.0,285.0,60.92,91.15
6695.TW,2025-12-31,42.12,-18.67,,0.18,0.97,-35720000.0,,15.89,-1933.04
6695.TW,2025-09-30,37.71,-20.92,-0.37,-2.31,-13.12,-1401000.0,,13.82,159.43
6698.TW,2025-12-31,17.42,-1.59,,-0.72,-3.83,68907000.0,,34.54,-111.49
6698.TW,2025-09-30,24.18,4.64,-0.33,-1.17,-6.13,-60919000.0,,34.25,55.34
6706.TW,2025-12-31,6.83,-86.85,,-0.48,-15.6,95223000.0,,50.46,3802.82
6706.TW,2025-09-30,36.9,-64.86,-0.28,-0.57,-20.31,62042000.0,,46.83,1102.37
6719.TW,2025-12-31,34.99,15.13,,1.74,20.58,373384000.0,106.0,16.26,61.8
6719.TW,2025-06-30,35.34,16.24,0.4,0.32,3.49,35669000.0,106.0,17.09,384.01
6715.TW,2025-12-31,38.44,12.21,,1.18,9.3,62269000.0,126.0,22.86,83.26
6715.TW,2025-09-30,27.51,-9.47,0.03,0.06,0.69,-23727000.0,126.0,22.57,318.96
6722.TW,2025-12-31,25.13,6.75,,3.13,5.37,200412000.0,386.0,54.36,93.0
6722.TW,2025-09-30,21.35,3.83,0.54,2.04,3.42,179480000.0,386.0,55.08,77.57
6742.TW,2025-12-31,-14.56,-39.22,,-0.12,-1.49,-3963000.0,76.0,26.05,173.36
6742.TW,2025-09-30,-14.07,-40.61,-0.29,-1.62,-18.84,6232000.0,76.0,26.37,254.85
6753.TW,2025-12-31,20.29,15.81,,5.53,15.26,1071268000.0,99.0,57.6,85.3
6753.TW,2025-09-30,20.66,17.26,1.68,4.54,16.99,-268759000.0,99.0,57.87,81.23
6743.TW,2025-12-31,19.67,7.71,,1.77,3.37,188330000.0,676.0,70.68,183.48
6743.TW,2025-09-30,21.61,12.28,0.79,4.5,6.73,-292580000.0,676.0,70.4,171.03
6756.TW,2025-12-31,47.15,-9.67,,0.95,6.81,71766000.0,128.0,24.87,-139.15
6756.TW,2025-09-30,49.11,-14.06,0.14,0.35,3.05,-104228000.0,128.0,24.0,-507.05
6754.TW,2025-12-31,29.24,8.08,,3.19,9.3,265025000.0,889.0,47.79,75.55
6754.TW,2025-09-30,24.23,9.44,1.49,4.44,9.55,349783000.0,889.0,51.63,78.67
6768.TW,2025-12-31,18.24,6.43,,1.93,5.87,514044000.0,730.0,31.62,81.81
6768.TW,2025-09-30,18.13,5.08,0.86,1.21,4.2,55005000.0,730.0,30.77,86.75
6757.TW,2025-12-31,25.31,16.45,,6.8,11.55,2446636000.0,1235.0,71.62,113.5
6757.TW,2025-09-30,24.67,17.06,1.03,6.91,11.4,1772355000.0,1235.0,74.34,119.63
6770.TW,2025-12-31,6.36,-5.76,,-0.8,-5.23,3168034000.0,,54.11,121.45
6770.TW,2025-09-30,-6.53,-22.69,-0.65,-3.32,-23.04,1209625000.0,,53.94,98.51
6771.TW,2025-12-31,43.92,21.23,,1.67,10.66,62783000.0,729.0,35.74,138.51
6771.TW,2025-06-30,47.18,26.09,0.81,3.27,17.27,17326000.0,729.0,42.2,117.27
6776.TW,2025-12-31,6.21,1.75,,2.85,1.08,-583487000.0,526.0,72.71,128.26
6776.TW,2025-06-30,6.01,1.24,1.0,3.57,1.27,117454000.0,526.0,75.61,90.09
6781.TW,2025-12-31,33.98,21.96,,4.82,18.17,16712000.0,131.0,32.18,95.43
6781.TW,2025-09-30,34.94,23.2,9.34,5.23,19.34,398652000.0,131.0,31.92,94.47
6782.TW,2025-12-31,46.97,29.54,,5.65,23.51,499680000.0,266.0,25.97,120.8
6782.TW,2025-09-30,46.22,29.64,4.04,6.42,22.57,229925000.0,266.0,31.56,99.98
6789.TW,2025-12-31,26.6,18.59,,2.09,16.83,1253524000.0,94.0,17.48,92.39
6789.TW,2025-06-30,22.79,12.35,0.86,1.55,12.31,695696000.0,94.0,25.53,93.65
6792.TW,2025-12-31,30.81,2.27,,1.05,5.52,54845000.0,461.0,22.0,41.71
6792.TW,2025-06-30,35.05,15.26,0.59,1.9,7.94,66702000.0,461.0,26.81,145.67
6790.TW,2025-12-31,30.7,11.27,,3.68,8.34,410058000.0,627.0,44.86,104.29
6790.TW,2025-09-30,25.28,9.09,0.76,3.74,7.6,383896000.0,627.0,46.19,95.21
6794.TW,2025-12-31,48.84,-571.28,,-3.44,-468.06,-24716000.0,,8.52,122.05
6794.TW,2025-06-30,72.34,-366.21,-0.52,-4.2,-363.34,-24733000.0,,9.82,100.79
6796.TW,2025-12-31,42.02,14.18,,4.53,15.32,662000.0,68.0,52.58,75.43
6796.TW,2025-09-30,39.02,-3.84,0.06,0.31,1.41,-8066000.0,68.0,48.22,-162.73
6799.TW,2025-12-31,47.89,20.68,,3.65,25.42,106479000.0,269.0,12.99,68.18
6799.TW,2025-06-30,47.15,22.6,-0.26,-0.73,-4.51,100437000.0,269.0,15.73,-452.5
6805.TW,2025-12-31,29.05,21.75,,10.45,18.9,1395217000.0,42.0,51.0,96.18
6805.TW,2025-06-30,24.07,18.92,4.81,6.19,12.61,472154000.0,42.0,49.93,125.6
6806.TW,2025-12-31,-68.29,-75.15,,-9073.02,-80.55,1321775000.0,353.0,99.91,76.65
6806.TW,2025-09-30,-100.01,-102.58,-28.17,-174.2,-87.16,1271671000.0,353.0,91.33,99.47
6807.TW,2025-12-31,18.39,6.02,,1.9,4.64,45712000.0,595.0,29.26,85.23
6807.TW,2025-09-30,18.45,6.26,1.24,2.76,6.82,40285000.0,595.0,30.03,72.42
6830.TW,2025-12-31,28.58,4.99,,-0.12,-0.62,216212000.0,18.0,51.31,259.59
6830.TW,2025-09-30,25.29,5.82,0.57,1.02,5.29,207048000.0,18.0,49.99,66.54
6831.TW,2025-12-31,23.32,8.09,,3.99,11.97,-18571000.0,78.0,43.84,87.84
6831.TW,2025-09-30,27.77,18.54,2.48,8.95,12.93,-191020000.0,78.0,60.72,104.88
6834.TW,2025-12-31,16.34,-0.67,,1.6,6.92,59594000.0,160.0,35.67,-7.79
6834.TW,2025-06-30,17.94,5.21,-0.54,-3.49,-12.45,-26520000.0,160.0,38.57,-34.25
6835.TW,2025-12-31,17.28,-1.65,,0.15,0.52,71925000.0,524.0,54.87,150.18
6835.TW,2025-09-30,20.58,4.7,0.45,1.82,5.31,-19848000.0,524.0,52.43,66.71
6838.TW,2025-12-31,15.75,-1220.71,,-3.29,-1486.83,-75957000.0,,29.65,81.96
6838.TW,2025-09-30,-570.69,-4896.93,-0.39,-3.92,-6497.48,-26993000.0,,28.28,75.24
6854.TW,2025-12-31,54.55,17.13,,6.02,47.82,-133176000.0,,24.98,35.81
6854.TW,2025-06-30,15.97,-75.6,-3.15,-10.14,-180.96,-459041000.0,,28.02,41.78
6861.TW,2025-12-31,23.71,6.15,,3.77,8.42,137021000.0,140.0,43.54,57.72
6861.TW,2025-06-30,28.99,8.8,0.76,2.36,5.82,49486000.0,140.0,43.3,180.15
6862.TW,2025-12-31,37.99,18.52,,3.81,22.59,298863000.0,376.0,32.94,66.55
6862.TW,2025-09-30,38.0,21.98,2.81,5.0,28.04,184321000.0,376.0,29.09,66.6
6863.TW,2025-12-31,10.28,-1.37,,0.06,0.35,-26209000.0,621.0,35.7,-45.36
6863.TW,2025-09-30,20.95,5.47,0.86,1.13,7.88,432397000.0,621.0,32.94,53.39
6869.TW,2025-12-31,14.34,2.45,,-14.3,-39.66,134363000.0,589.0,65.34,-6.61
6869.TW,2025-09-30,10.21,1.95,-0.49,-1.02,-3.49,-241295000.0,589.0,59.85,-66.04
6873.TW,2025-12-31,26.3,17.49,,2.41,8.46,-43753000.0,560.0,63.18,145.39
6873.TW,2025-09-30,23.85,12.72,0.26,0.31,1.8,-1020780000.0,560.0,61.01,328.6
6885.TW,2025-12-31,-3.29,-7200.66,,-9.21,-6245.69,204640000.0,,4.05,108.19
6885.TW,2025-09-30,-13.1,-8498.54,-0.63,-4.47,-6821.07,-381343000.0,,2.98,119.1
6887.TW,2025-12-31,25.54,13.6,,5.1,10.38,88879000.0,882.0,37.46,105.76
6887.TW,2025-09-30,19.33,1.76,0.28,0.78,2.31,39698000.0,882.0,42.21,49.94
6890.TW,2025-12-31,15.78,9.81,,3.83,9.12,367085000.0,536.0,30.29,84.5
6890.TW,2025-09-30,14.57,7.38,2.04,2.2,6.35,931333000.0,536.0,26.09,86.31
6901.TW,2025-12-31,,,,-0.16,,-51116000.0,,1.47,327.94
6901.TW,2025-09-30,,,-0.17,-1.56,,-20803000.0,,1.79,24.4
6902.TW,2025-12-31,88.9,14.63,,6.6,15.36,1996000.0,,45.74,104.09
6902.TW,2025-09-30,88.18,4.04,0.2,1.08,2.63,-38373000.0,,46.18,112.72
6906.TW,2025-12-31,88.97,34.62,,5.88,35.98,22983000.0,490.0,18.97,83.93
6906.TW,2025-09-30,85.28,6.15,0.32,1.51,12.68,19273000.0,490.0,18.26,46.3
6908.TW,2025-12-31,10.77,1.19,,0.73,0.77,72320000.0,314.0,53.06,349.08
6908.TW,2025-09-30,13.05,2.43,0.32,0.61,0.88,-38262000.0,314.0,51.31,132.35
6914.TW,2025-12-31,21.11,14.36,,3.97,10.08,871986000.0,404.0,64.22,114.43
6914.TW,2025-09-30,24.05,18.25,3.09,5.78,13.46,678748000.0,404.0,65.93,108.47
6909.TW,2025-12-31,63.58,33.28,,5.78,28.87,26425000.0,206.0,13.99,93.31
6909.TW,2025-09-30,59.0,12.03,0.24,1.62,13.72,32968000.0,206.0,13.19,70.89
6916.TW,2025-12-31,24.7,-3.84,,-3.03,-6.2,5993000.0,162.0,57.17,54.22
6916.TW,2025-09-30,24.01,-1.83,-0.05,-0.35,-0.72,-24710000.0,162.0,56.46,400.83
6918.TW,2025-12-31,66.03,23.44,,3.08,18.14,56715000.0,637.0,18.35,91.34
6918.TW,2025-09-30,68.56,23.15,1.25,3.46,20.6,11021000.0,637.0,17.92,91.84
6919.TW,2025-12-31,72.58,-972.46,,0.85,646.17,-60995000.0,,0.67,-150.5
6919.TW,2025-09-30,69.53,-1501.89,-0.01,-0.08,-57.62,-68222000.0,,0.83,2606.46
6921.TW,2025-12-31,57.55,5.2,,1.56,10.05,-887000.0,,23.68,51.77
6921.TW,2025-09-30,56.48,-11.95,-0.02,-0.23,-1.47,-13131000.0,,25.77,813.84
6924.TW,2025-12-31,26.23,14.01,,8.86,11.95,23573000.0,692.0,46.3,91.68
6924.TW,2025-09-30,22.25,7.3,1.51,6.04,7.92,13215000.0,692.0,49.79,78.44
6923.TW,2025-12-31,40.72,32.5,,3.36,29.54,114547000.0,538.0,37.14,91.89
6923.TW,2025-09-30,35.97,29.19,0.73,2.64,23.17,100304000.0,538.0,37.88,100.81
6928.TW,2025-12-31,31.59,-22.82,,-2.66,-15.91,30540000.0,108.0,23.08,106.31
6928.TW,2025-09-30,26.41,-7.67,-0.23,-0.94,-4.07,-4368000.0,108.0,24.17,160.75
6931.TW,2025-12-31,15.66,7.74,,3.47,13.68,-89252000.0,143.0,54.72,48.2
6931.TW,2025-09-30,12.63,5.19,0.47,2.73,10.9,-24243000.0,143.0,55.34,39.67
6933.TW,2025-12-31,14.29,4.19,,2.5,3.27,-274115000.0,143.0,42.65,111.98
6933.TW,2025-09-30,11.34,1.48,0.28,0.56,0.88,231864000.0,143.0,37.46,101.92
6934.TW,2025-12-31,64.96,5.9,,2.42,8.43,38222000.0,,34.85,70.04
6934.TW,2025-09-30,-131.73,-548.73,-1.1,-13.54,-523.7,-27333000.0,,24.78,104.84
6936.TW,2025-12-31,33.29,12.98,,3.35,12.14,135623000.0,489.0,18.93,88.02
6936.TW,2025-06-30,29.21,7.54,0.21,1.19,4.64,20724000.0,489.0,22.97,118.75
6937.TW,2025-12-31,42.29,15.0,,2.09,10.13,95012000.0,87.0,23.58,117.17
6937.TW,2025-06-30,39.21,6.44,0.28,0.57,3.72,44860000.0,87.0,22.44,170.56
6944.TW,2025-12-31,23.91,18.6,,9.45,14.16,1986973000.0,179.0,48.17,99.06
6944.TW,2025-09-30,22.78,19.35,8.72,9.54,14.27,597501000.0,179.0,47.45,99.98
6949.TW,2025-12-31,22.21,-2869.75,,-8.97,-2503.82,-82545000.0,,19.8,104.14
6949.TW,2025-09-30,,,-2.0,,,,,,
6951.TW,2025-12-31,60.13,43.71,,4.5,20.34,165805000.0,483.0,29.26,171.35
6951.TW,2025-06-30,58.11,38.09,1.28,5.82,31.37,171081000.0,483.0,38.77,97.89
6952.TW,2025-12-31,14.42,5.36,,2.44,7.86,88331000.0,526.0,53.79,121.89
6952.TW,2025-06-30,15.67,-3.33,-0.28,-1.12,-4.35,10873000.0,526.0,53.34,90.5
6955.TW,2025-12-31,76.95,32.12,,4.65,36.26,38023000.0,93.0,10.9,87.09
6955.TW,2025-09-30,77.6,31.31,1.04,4.22,35.25,23748000.0,93.0,7.6,87.47
6957.TW,2025-12-31,47.5,27.02,,9.67,22.8,18717000.0,844.0,47.46,94.2
6957.TW,2025-09-30,38.77,21.06,3.59,8.71,18.14,104902000.0,844.0,45.19,93.21
6958.TW,2025-12-31,35.7,9.52,,-2.64,-13.11,3981021000.0,111.0,86.74,-43.52
6958.TW,2025-09-30,36.71,12.53,-0.88,-3.79,-17.57,3280821000.0,111.0,88.13,-44.91
6962.TW,2025-12-31,17.35,-0.54,,0.66,2.78,578783000.0,613.0,21.88,-16.21
6962.TW,2025-06-30,24.35,9.9,0.03,0.07,0.28,-382775000.0,613.0,30.93,-2476.64
6965.TW,2025-12-31,11.71,1.52,,0.73,1.82,1248289000.0,697.0,29.72,50.61
6965.TW,2025-09-30,9.78,0.6,0.36,0.48,1.04,-480039000.0,697.0,33.06,39.61
6969.TW,2025-12-31,28.44,10.75,,1.73,4.31,30601000.0,,70.64,251.0
6969.TW,2025-09-30,30.545834,6.368276,0.003631,0.043908,0.178169,22783000.0,,72.002936,3088.888889
6988.TW,2025-12-31,17.08,-20.33,,-6.06,-23.1,46221000.0,293.0,38.79,99.88
6988.TW,2025-09-30,30.37,-0.29,0.01,0.07,0.27,55432000.0,293.0,38.16,-81.15
6994.TW,2025-12-31,26.83,23.04,,12.75,10.7,-625669000.0,146.0,60.7,152.11
6994.TW,2025-06-30,14.2,7.37,0.25,0.96,4.08,-43021000.0,146.0,60.46,143.86
7610.TW,2025-12-31,49.52,40.04,,10.31,32.18,-96146000.0,5.0,46.73,97.93
7610.TW,2025-09-30,28.61,19.99,1.23,3.85,14.97,-13169000.0,5.0,48.31,105.05
7631.TW,2025-12-31,25.83,17.62,,8.08,14.49,68146000.0,269.0,43.3,97.25
7631.TW,2025-09-30,27.98,10.24,0.91,2.41,8.72,108089000.0,269.0,44.25,93.93
7711.TW,2025-12-31,10.07,4.9,,4.97,3.28,340522000.0,,58.39,120.48
7711.TW,2025-09-30,7.43,3.82,2.58,9.68,2.43,-551296000.0,,75.82,125.68
7705.TW,2025-12-31,35.03,0.56,,2.45,2.27,338822000.0,1097.0,59.8,23.13
7705.TW,2025-09-30,36.91,3.86,0.96,4.19,3.69,315467000.0,1097.0,60.42,87.08
7721.TW,2025-12-31,65.54,4.82,,0.63,5.81,26860000.0,258.0,19.83,62.9
7721.TW,2025-09-30,74.03,4.06,0.11,0.42,4.54,81783000.0,258.0,18.0,72.64
7722.TW,2025-12-31,30.64,4.16,,0.88,4.39,-143145000.0,50.0,47.34,71.95
7722.TW,2025-09-30,32.6,8.49,2.56,1.69,8.95,-601622000.0,50.0,46.07,71.46
7732.TW,2025-12-31,28.8,7.4,,1.51,12.89,24734000.0,441.0,18.07,47.02
7732.TW,2025-09-30,28.89,8.89,0.46,1.66,13.27,84314000.0,441.0,15.58,54.56
7730.TW,2025-12-31,46.98,17.12,,3.16,19.28,54379000.0,60.0,22.98,71.43
7730.TW,2025-09-30,45.1,6.73,0.4,1.85,13.86,-43034000.0,60.0,31.54,38.45
7736.TW,2025-12-31,32.23,18.3,,3.39,31.89,86373000.0,475.0,15.89,43.5
7736.TW,2025-09-30,25.95,11.88,1.49,3.21,26.19,24710000.0,475.0,17.35,36.25
7740.TW,2025-12-31,11.66,8.08,,5.75,2.89,288086000.0,,82.67,143.68
7740.TW,2025-09-30,11.86,7.76,-0.15,-0.58,-1.12,368822000.0,,85.68,-149.54
7749.TW,2025-12-31,71.48,29.34,,3.31,27.71,300979000.0,,10.29,82.46
7749.TW,2025-09-30,75.6,36.53,4.0,5.48,40.75,93677000.0,,7.43,74.92
7750.TW,2025-12-31,45.83,24.02,,7.37,22.68,976924000.0,119.0,35.6,85.86
7750.TW,2025-09-30,44.48,13.97,5.49,3.55,12.05,870620000.0,119.0,36.33,80.52
7765.TW,2025-12-31,48.38,24.66,,5.84,20.78,147854000.0,419.0,27.56,95.23
7765.TW,2025-06-30,46.68,25.69,2.63,11.58,21.07,109435000.0,419.0,54.58,97.83
7769.TW,2025-12-31,52.31,43.39,,6.4,40.01,4231112000.0,59.0,20.8,86.2
