Ticker,Reference_Price,Source
2106.TW,18.350000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2107.TW,25.600000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2108.TW,26.299999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2109.TW,14.699999809265137,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2114.TW,89.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2115.TW,21.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2201.TW,26.950000762939453,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2204.TW,54.20000076293945,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2206.TW,59.29999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2207.TW,497.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2208.TW,20.549999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2211.TW,100.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2227.TW,50.79999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2228.TW,91.1999969482422,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2231.TW,115.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2233.TW,212.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2236.TW,116.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2239.TW,23.049999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2241.TW,27.100000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2243.TW,22.64999961853028,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2247.TW,239.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2248.TW,49.09999847412109,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2250.TW,62.20000076293945,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2254.TW,68.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2258.TW,27.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2301.TW,155.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2302.TW,18.14999961853028,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2303.TW,60.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2305.TW,17.649999618530273,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2308.TW,1645.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2312.TW,22.799999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2313.TW,281.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2314.TW,12.449999809265137,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2316.TW,107.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2321.TW,13.699999809265137,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2323.TW,10.850000381469728,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2324.TW,27.299999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2327.TW,281.5,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2328.TW,44.54999923706055,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2329.TW,52.09999847412109,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2331.TW,21.549999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2332.TW,15.149999618530272,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2337.TW,142.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2338.TW,45.34999847412109,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2340.TW,29.799999237060547,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2342.TW,29.350000381469727,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
2344.TW,91.0,C:\test\test-2026-3-22OK\data\auto_price_snapshot_candidates.csv
